"PROVIDER_ID","std_EDAC_30_AMI","std_EDAC_30_HF","std_EDAC_30_PN","std_Hybrid_HWR","std_OP_32","std_OP_35_ADM","std_OP_35_ED","std_OP_36","std_READM_30_CABG","std_READM_30_COPD","std_READM_30_HIP_KNEE","total_cnt","measure_wt","score_before_std","grp_score","mean","sd"
"010001",0.930663970670698,0.193207349655035,-0.369507385615922,-0.167495906512862,0.294215020581348,1.57773207540343,-0.191117905379878,0.662843653821469,0.524001964502229,0.266961984298016,0.0798490881012137,11,0.0909090909090909,0.345577628138616,"0.613400599161615",-9.88561052685645e-05,0.563541158447431
"010005",NA,-0.217008276292762,0.774312137433786,2.37668721724447,-1.24016694346196,1.50863766026831,-0.7868818135624,0.0963949375634943,NA,1.31824642886313,0.928441357725884,9,0.111111111111111,0.528740300642438,"0.938421531099291",-9.88561052685645e-05,0.563541158447431
"010006",1.02889097003276,0.304243158182259,0.235460743627132,-1.29824396151612,1.6093995611899,NA,NA,0.0963949375634943,0.0350819593662501,-1.01794122572601,-0.344447046711121,9,0.111111111111111,0.072093232889838,"0.128104376961565",-9.88561052685645e-05,0.563541158447431
"010007",NA,-2.24341178191459,-0.779431145321597,-0.591526427139084,0.623011155733487,NA,NA,NA,NA,-0.433894312078731,NA,5,0.2,-0.685050502144103,"-1.21544209463935",-9.88561052685645e-05,0.563541158447431
"010008",NA,NA,0.499927685372729,0.397878120988768,0.294215020581348,NA,NA,NA,NA,NA,NA,3,0.333333333333333,0.397340275647615,"0.705253069443654",-9.88561052685645e-05,0.563541158447431
"010011",1.25808730187758,-0.494597797610821,-0.392648243018661,0.539221627864175,0.294215020581348,NA,NA,0.946068011950457,-1.2361100539873,0.0333432188391011,NA,8,0.125,0.118447385811985,"0.21035950993154",-9.88561052685645e-05,0.563541158447431
"010012",-1.38994888925807,-1.0744514643641,0.129673966928893,-0.167495906512862,-0.582574673157685,NA,NA,0.662843653821469,NA,0.150152601568558,0.504145222913549,8,0.125,-0.220956936007531,"-0.391911179142144",-9.88561052685645e-05,0.563541158447431
"010016",-0.661431977322763,0.150026757450004,-0.769513635006137,1.38728266911662,0.403813732298729,NA,NA,-0.470053778694481,-0.844974049878514,0.266961984298016,-0.627311136586011,9,0.111111111111111,-0.129466603813838,"-0.229562199263281",-9.88561052685645e-05,0.563541158447431
"010018",NA,NA,NA,NA,NA,NA,NA,0.379619295692482,NA,NA,NA,1,1,0.379619295692482,"0.673807309556382",-9.88561052685645e-05,0.563541158447431
"010019",NA,0.655856551851799,-0.448847468139601,-1.43958746839153,-0.582574673157685,NA,NA,0.662843653821469,NA,-0.667513077537643,-1.33447136127324,7,0.142857142857143,-0.45061340611806,"-0.799435042604465",-9.88561052685645e-05,0.563541158447431
"010021",NA,NA,-1.10670898573177,0.256534614113356,0.403813732298729,NA,NA,NA,NA,NA,NA,3,0.333333333333333,-0.148786879773229,"-0.26384589916662",-9.88561052685645e-05,0.563541158447431
"010022",NA,NA,0.39744674544631,-0.167495906512862,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.114975419466724,"0.204198528975283",-9.88561052685645e-05,0.563541158447431
"010023",0.296281266457365,-0.562453013933013,-1.17943739471181,-0.0261523996374545,0.294215020581348,1.92320415107907,1.7153266008042,-0.470053778694481,-0.844974049878514,-0.901131842996557,0.362713177976104,11,0.0909090909090909,0.055230703367841,"0.098181931601134",-9.88561052685645e-05,0.563541158447431
"010024",0.267631724976763,0.153111085464649,-0.131487138044884,-1.15690045464071,0.184616308863969,0.886787924052161,0.881257129348664,0.379619295692482,0.719569966556621,0.967818280674759,NA,10,0.1,0.315202412294447,"0.559499982695812",-9.88561052685645e-05,0.563541158447431
"010029",-1.44315518057919,-0.972668639880811,0.466869317654529,0.821908641614986,1.82859698462466,0.886787924052161,0.404646002802645,0.662843653821469,0.621785965529425,1.31824642886313,0.0798490881012137,11,0.0909090909090909,0.425064562418565,"0.754449630077008",-9.88561052685645e-05,0.563541158447431
"010033",-1.32037143137661,-0.0196112833554763,-1.06042727092629,-0.874213440889899,0.403813732298729,0.126749357565763,0.762104347712159,0.662843653821469,-2.89843807144963,0.734199515215841,-2.4659277207728,11,0.0909090909090909,-0.540843510196068,"-0.959547756157799",-9.88561052685645e-05,0.563541158447431
"010034",NA,NA,NA,-0.874213440889899,1.28060342603776,NA,NA,NA,NA,NA,NA,2,0.5,0.203194992573932,"0.36074356882695",-9.88561052685645e-05,0.563541158447431
"010035",NA,1.29431245088333,0.162732334647093,-2.28764850964397,-0.582574673157685,NA,NA,-0.470053778694481,NA,-1.48517875664384,0.78700931278844,7,0.142857142857143,-0.368771659974445,"-0.654207413855766",-9.88561052685645e-05,0.563541158447431
"010036",NA,-1.12688504061307,0.615631972386428,0.115191107237953,-2.55535148407051,NA,NA,-0.186829420565494,NA,0.851008897945302,-0.910175226460902,7,0.142857142857143,-0.456772742020042,"-0.810364742786348",-9.88561052685645e-05,0.563541158447431
"010039",0.627797389304333,-0.334212740849276,0.00405216959973428,0.963252148490393,0.951807290885625,-0.218722718109873,0.642951566075655,1.51251672820843,1.50184197477419,0.734199515215841,-0.344447046711121,11,0.0909090909090909,0.549185116080358,"0.974700718753029",-9.88561052685645e-05,0.563541158447431
"010040",0.795601846547859,-0.45758586143508,-0.0587587290648451,-1.29824396151612,-1.0209695200272,NA,NA,0.0963949375634943,-1.72503005912328,0.150152601568558,-0.768743181523457,9,0.111111111111111,-0.476353547445563,"-0.845110750477192",-9.88561052685645e-05,0.563541158447431
"010044",NA,1.3128184189712,0.648690340104627,0.256534614113356,-0.0345811145707886,NA,NA,NA,NA,NA,NA,4,0.25,0.5458655646546,"0.968810197047564",-9.88561052685645e-05,0.563541158447431
"010045",NA,0.930361745155213,1.4718436962878,0.115191107237953,0.403813732298729,NA,NA,NA,NA,-0.200275546619813,NA,5,0.2,0.544186946871976,"0.965831501068643",-9.88561052685645e-05,0.563541158447431
"010046",-0.927463433928354,-0.266357524527084,-0.392648243018661,-1.01555694776531,-0.144179826288168,NA,NA,-0.186829420565494,NA,-1.36836937391439,-0.203015001773677,8,0.125,-0.563052471472641,"-0.998957408751337",-9.88561052685645e-05,0.563541158447431
"010049",NA,1.0660721777996,-0.276943956004963,0.115191107237953,0.842208579168245,NA,NA,0.946068011950457,NA,-0.433894312078731,1.21130544760077,7,0.142857142857143,0.495715293667619,"0.879818878072485",-9.88561052685645e-05,0.563541158447431
"010051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-9.88561052685645e-05,0.563541158447431
"010052",NA,NA,0.529680216319109,0.963252148490393,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.746466182404751,"1.32477464568306",-9.88561052685645e-05,0.563541158447431
"010055",-0.424050062197774,0.119183477303553,0.0569455579488537,-1.29824396151612,-0.144179826288168,NA,NA,-1.03650249495246,-1.2361100539873,1.20143704613367,-2.4659277207728,9,0.111111111111111,-0.580827559814281,"-1.03049918360699",-9.88561052685645e-05,0.563541158447431
"010056",-0.0761627727904625,-0.488429141581531,-0.865382901388916,-0.450182920263677,1.6093995611899,NA,NA,1.51251672820843,-0.844974049878514,0.266961984298016,-0.768743181523457,9,0.111111111111111,-0.0116662993033565,"-0.0205263502491219",-9.88561052685645e-05,0.563541158447431
"010058",NA,NA,1.21729426485766,0.397878120988768,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.807586192923214,"1.43323169376603",-9.88561052685645e-05,0.563541158447431
"010059",NA,NA,1.20076508099856,-0.308839413388269,NA,NA,NA,NA,NA,NA,NA,2,0.5,0.445962833805146,"0.791533472265495",-9.88561052685645e-05,0.563541158447431
"010061",NA,1.81247955734371,-0.227356404427663,0.397878120988768,1.49980084947252,NA,NA,-0.470053778694481,NA,-0.200275546619813,NA,6,0.166666666666667,0.46874546634384,"0.831961100659951",-9.88561052685645e-05,0.563541158447431
"010062",NA,NA,NA,0.115191107237953,-0.801772096592445,NA,NA,NA,NA,NA,NA,2,0.5,-0.343290494677246,"-0.608991257209106",-9.88561052685645e-05,0.563541158447431
"010065",NA,1.39917960338127,0.238766580398952,1.1045956553658,0.623011155733487,0.472221433241399,-0.191117905379878,0.0963949375634943,NA,-0.433894312078731,1.21130544760077,9,0.111111111111111,0.502273621758508,"0.891456587213299",-9.88561052685645e-05,0.563541158447431
"010073",NA,NA,1.33299855187136,0.397878120988768,0.0750175971465903,NA,NA,NA,NA,NA,NA,3,0.333333333333333,0.601964756668906,"1.06835783642294",-9.88561052685645e-05,0.563541158447431
"010078",-1.83606317802745,0.399857326636257,-0.00586534071572564,-1.01555694776531,-0.692173384875064,-1.11695011486653,0.762104347712159,-0.470053778694481,NA,0.851008897945302,-2.18306363089791,10,0.1,-0.530675580354874,"-0.941504832959063",-9.88561052685645e-05,0.563541158447431
"010079",NA,0.492387167075609,-1.53646776606837,0.821908641614986,-1.0209695200272,NA,NA,-1.31972685308144,NA,-0.317084929349271,-0.344447046711121,7,0.142857142857143,-0.460628615220973,"-0.817206963879044",-9.88561052685645e-05,0.563541158447431
"010083",1.45454130060171,0.68053117596896,0.476786827969989,0.539221627864175,-0.911370808309824,NA,NA,0.662843653821469,NA,1.08462766340422,-1.75876749608557,8,0.125,0.27855174315439,"0.494463616512674",-9.88561052685645e-05,0.563541158447431
"010085",NA,0.372098374504451,0.344553357097191,0.256534614113356,0.403813732298729,NA,NA,0.379619295692482,NA,0.383771367027473,0.221281133038659,7,0.142857142857143,0.337381696253191,"0.598856973088224",-9.88561052685645e-05,0.563541158447431
"010086",NA,0.550989399353866,1.0916724675285,1.66996968286743,0.513412444016108,NA,NA,NA,NA,1.90229334251041,NA,5,0.2,1.14566746725526,"2.03315464396096",-9.88561052685645e-05,0.563541158447431
