"PROVIDER_ID","Std_Outcomes_Mortality_score","Outcomes_Mortality_cnt","Std_Outcomes_Safety_score","Outcomes_Safety_cnt","Std_Outcomes_Readmission_score","Outcomes_Readmission_cnt","Std_PatientExp_score","Patient_Experience_cnt","Std_Process_score","Process_cnt","std_weight_Mortality","std_weight_Safety","std_weight_Readmission","std_weight_PatientExperience","std_weight_Process","weight_Outcomes_Mortality","weight_Outcomes_Safety","weight_Outcomes_Readmission","weight_PatientExperience","weight_Process","summary_score","Total_measure_group_cnt","MortSafe_Group_cnt","report_indicator","cnt_grp","star"
"141342",-2.12412984253056,2,NA,0,-1.38105810982583,3,NA,0,0.0616983964833084,7,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-1.3638170391793,2,0,0,"",NA
"141343",0.11449910253957,4,-1.59124881150146,1,1.23854118751645,4,1.55074366180645,15,0.836818558186767,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.389175957861834,4,1,1,"2) # of groups=4",4
"141344",-0.491304896598979,2,NA,0,1.22641497889137,2,NA,0,0.041830018584101,4,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.297756822025747,1,0,0,"",NA
"141345",-0.0515250730912226,3,1.16593449887969,1,-0.220483412503642,3,NA,0,0.011943102328749,5,0.22,0.22,0.22,0.22,0.12,0.282051282051282,0.282051282051282,0.282051282051282,NA,0.153846153846154,0.253970378464246,3,1,1,"1) # of groups=3",4
"141346",-2.11959256761839,2,NA,0,0.738021377095931,2,0.472371603039173,5,1.28571754846731,2,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,-0.0586382095259561,1,0,0,"",NA
"141347",0.49627933855432,3,-3.7782704604241,1,0.648047895242485,3,NA,0,-0.765361475854647,4,0.22,0.22,0.22,0.22,0.12,0.282051282051282,0.282051282051282,0.282051282051282,NA,0.153846153846154,-0.860654983282773,3,1,1,"1) # of groups=3",2
"141348",1.1321072938875,3,-0.570283917474807,2,-0.362517773247596,4,1.20080590735539,10,0.837209333853888,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.408489652376974,4,1,1,"2) # of groups=4",4
"141349",-0.552197238519261,3,NA,0,0.881156609861247,4,-1.12347132612952,5,0.824778873845651,4,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,-0.0972040579381787,4,1,1,"2) # of groups=4",3
"141350",-0.474050279331693,4,NA,0,-0.84018192944162,7,0.798012115378682,5,-0.118794821442521,6,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,-0.163876665538361,4,1,1,"2) # of groups=4",2
"141351",-0.605902962657705,3,NA,0,-1.17488702280128,4,NA,0,2.04225884785503,5,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-0.261969169747095,3,1,1,"1) # of groups=3",3
"141352",NA,0,NA,0,-0.568860412867246,2,-0.442959814395663,5,-0.877919215353027,6,0.22,0.22,0.22,0.22,0.12,NA,NA,0.392857142857143,0.392857142857143,0.214285714285714,-0.585626349714649,2,0,0,"",NA
"141353",-0.330993566903058,1,NA,0,0.957020575844511,1,NA,0,0.142388096136899,6,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.276450916970621,1,0,0,"",NA
"141354",-1.7845566350693,1,NA,0,-1.80192356217183,1,NA,0,0.204636958151652,4,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-1.36512358645509,1,0,0,"",NA
"141355",-1.14625632129971,5,NA,0,0.0491885540968267,4,-0.21074307528706,10,0.610107645861552,7,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,-0.275007010056925,4,1,1,"2) # of groups=4",2
"150001",0.341961376621966,5,0.410948304706951,3,0.602778981250056,6,0.82507082159602,15,0.413528951656179,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.52939056071724,5,2,1,"3) # of groups=5",5
"150002",-0.0254534040994036,7,-0.862566367162883,7,-2.2064114996334,9,-1.43096797605404,15,0.492335187953704,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.936507611774495,5,2,1,"3) # of groups=5",1
"150005",0.0662536627575186,6,0.260619093332514,7,0.66983967488546,10,1.09304904126456,15,0.575684724901768,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.528829690881024,5,2,1,"3) # of groups=5",5
"150006",-1.01919228608552,7,0.323905528652057,3,-0.677110605897751,9,0.0946133596273567,15,0.105038793606594,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.268507825582057,5,2,1,"3) # of groups=5",3
"150007",-1.15896191164931,6,0.585508480708381,7,0.798996866023328,10,0.324053084289072,15,0.00523781554644991,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.121539772127298,5,2,1,"3) # of groups=5",4
"150008",0.749511736532666,6,-0.355411078755656,6,-0.0768371197409585,8,-0.0348320864516799,15,0.463941682676751,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.117807921269772,5,2,1,"3) # of groups=5",4
"150009",0.157818835761223,7,0.528054922066726,7,0.328538222242571,7,-1.47918588032998,15,-0.251630246855495,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.132445887679741,5,2,1,"3) # of groups=5",3
"150010",-0.0193150468421553,5,-0.00800352516338218,3,0.47934066244068,9,-0.206639329666481,10,0.248989987582207,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0838630058789704,5,2,1,"3) # of groups=5",4
"150011",-0.648916410939818,6,0.0374151830767483,3,0.551994230619735,8,-0.256129521032268,15,0.141734229417974,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0524319264904757,5,2,1,"3) # of groups=5",3
"150012",-0.956298905323571,8,0.261220177110542,7,-0.0356313156678935,10,-0.643279755321053,15,-1.11323493443181,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.435865947956252,5,2,1,"3) # of groups=5",2
"150015",0.173671432802114,7,-0.0543684331875619,7,-0.362266787703546,10,-0.00568254130892676,15,-0.163835136228789,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0743624088149972,5,2,1,"3) # of groups=5",3
"150017",-0.793786830034599,8,0.72686443342984,6,0.435190552807385,8,-0.912635890623922,15,-0.599881637357394,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.191746698055572,5,2,1,"3) # of groups=5",3
"150018",0.673654772305944,8,-0.140703254143635,8,0.57866956089296,11,-0.281469122081793,15,0.493376402213899,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.241838598799833,5,2,1,"3) # of groups=5",4
"150021",-0.47791234285525,8,0.0482247648601578,7,-0.808593948856228,10,0.338302864584623,15,0.555404711634613,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.13134674030252,5,2,1,"3) # of groups=5",3
"150022",0.623783568294461,5,0.678035673249115,2,1.01246811268627,5,0.919342572342391,15,0.807304774746938,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.808275156815525,4,1,1,"2) # of groups=4",5
"150023",-0.315391049313165,8,0.50702042463648,7,0.0229908780157215,11,-0.161628154264208,15,-0.00671236184652435,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0108527783748794,5,2,1,"3) # of groups=5",3
"150024",0.761616395182085,7,-0.347079086750934,6,-0.459572153943159,8,-0.360194445309572,15,-0.401565602822347,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.137338316319429,5,2,1,"3) # of groups=5",3
"150026",-1.55115297743601,6,-0.0923917238854143,5,0.39610832448041,9,0.562398521112613,15,0.135076210499907,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.134499183000259,5,2,1,"3) # of groups=5",3
"150030",-1.41504322589711,5,0.530904119052869,3,0.494374933291545,7,1.00359759504754,15,0.864123598293672,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.238738184524106,5,2,1,"3) # of groups=5",4
"150034",-0.470077237626076,8,0.201596604809967,8,-0.123882622749905,9,0.374986456216906,15,0.279806057713077,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0297538310687655,5,2,1,"3) # of groups=5",3
"150035",-0.409419798643769,8,0.50900789437718,8,-0.13940661183331,11,-1.01973584767584,15,-0.366208435639225,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.27704697230737,5,2,1,"3) # of groups=5",2
"150037",-0.628600347254536,6,0.312041110374794,3,-0.283501969702342,9,1.27993929622425,15,0.775047283081045,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.242578853691002,5,2,1,"3) # of groups=5",4
"15003F",1.06168379364322,5,-0.812847510115877,4,-0.362962031224822,6,0.0821965530681014,10,-0.147336831897234,5,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0247048426461312,5,2,1,"3) # of groups=5",3
"150042",-0.549455035051819,7,-0.857434142698098,5,-0.26209598146287,10,0.109792817874271,15,0.553392037672257,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.276615270573803,5,2,1,"3) # of groups=5",2
"150044",-0.110131605219881,8,-0.402486600546938,6,0.348452151030272,9,-0.509450590644033,15,0.155011330878861,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.129594302278264,5,2,1,"3) # of groups=5",3
"150045",0.152575002951929,3,-1.68600933464937,2,-0.0899855395152728,6,0.364419238666257,15,1.20446625848468,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.132444188142059,4,1,1,"2) # of groups=4",3
"150046",0.00138819888754181,8,0.283075660832191,4,-0.619060191971439,10,-0.632561455036606,15,-0.716066225692651,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.298702660286547,5,2,1,"3) # of groups=5",2
"150047",0.496276409021891,3,0.708886209054306,2,-0.412763177343021,4,0.278982736812043,15,0.741652404901856,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.324702367648171,4,1,1,"2) # of groups=4",4
"150048",-0.619781570348046,8,0.0635964112668607,7,-0.476762384879356,11,-0.489781225257618,15,-0.0863268904006803,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.345359556076077,5,2,1,"3) # of groups=5",2
"15004F",1.25630290200396,3,NA,0,2.46480362589194,4,1.29963108663309,10,0.840174128214848,3,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,1.5453630392079,4,1,1,"2) # of groups=4",5
"150051",-0.00963513682182269,8,0.0730712827179648,8,0.713238943372851,11,-0.919878345224425,15,-0.125286504411576,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0465390968395841,5,2,1,"3) # of groups=5",3
"150056",0.745386818057044,8,0.00416313467328573,8,0.208220704685626,11,-0.699558646829528,15,-0.90488642539035,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0517797287178279,5,2,1,"3) # of groups=5",3
"150057",0.957102125051911,4,0.242057379598323,4,0.837749603331159,8,0.34381914662459,15,0.495767114121518,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.583252269707898,5,2,1,"3) # of groups=5",5
"150058",-0.988744624056733,8,-0.812095308813522,7,0.150074976450133,11,-0.365781435725989,15,-0.246953848369722,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.473274668076511,5,2,1,"3) # of groups=5",2
"150059",0.548258556116901,6,0.32108105919934,5,-0.164733605554452,9,0.541449488071985,15,0.0920701445845941,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.285180626873582,5,2,1,"3) # of groups=5",4
"150061",-1.52164669631669,3,0.770587280664686,2,0.291251457329258,8,-0.205030321963613,15,0.0162293085917521,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.144316904631989,4,1,1,"2) # of groups=4",3
"150065",-0.275978013306164,5,0.0103997126148211,3,1.41569906249093,8,0.640514898695491,15,0.0906765755006763,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.404821034368998,5,2,1,"3) # of groups=5",4
"150069",-0.893677935247356,5,-0.056936044658079,4,-0.902504022237328,8,0.597693503025451,15,-0.345983105474626,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.317711362462764,5,2,1,"3) # of groups=5",2
"150072",-0.269783767351465,4,-0.0932277218806426,2,1.51588357794534,8,0.264130451429074,15,-0.349305986145389,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.269823840493861,4,1,1,"2) # of groups=4",4
"150074",-0.900683696022462,8,0.421439674711311,7,0.350848717820858,11,0.477058712635698,15,-0.45321178872388,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0223205353651235,5,2,1,"3) # of groups=5",3
"150075",-0.668800527837919,3,0.616334601638735,2,0.429688807155162,5,0.628569733514607,15,1.01171230081701,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.34267985128157,4,1,1,"2) # of groups=4",4
"150076",0.156893615356166,4,0.258498195763056,1,0.832687097615944,8,0.347809258226067,15,0.186017102661748,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.373417449050881,4,1,1,"2) # of groups=4",4
"150082",-0.701764157899928,8,0.0610138172374553,7,-0.901514570757134,11,-0.324526946518881,15,-0.14373606652641,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.427942536729637,5,2,1,"3) # of groups=5",2
"150084",-0.302009760600952,8,-0.0970198981330583,7,0.0177337625746052,11,-1.43602316329541,10,0.76180069136,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.308394110116859,5,2,1,"3) # of groups=5",2
"150086",1.30111790399871,6,-0.0377035852073383,5,0.303619034215205,7,0.92217164119124,15,-0.0485063385879652,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.541804338092964,5,2,1,"3) # of groups=5",5
"150088",-0.281296702827188,5,0.210456706229209,3,-1.09885526301563,9,-0.549896345251835,10,0.0333450460941336,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.374308747539102,5,2,1,"3) # of groups=5",2
"150089",0.519645539327676,8,0.475066881692055,7,-0.720390895177006,11,-0.540655419900008,15,-0.582437422976004,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.128485947449723,5,2,1,"3) # of groups=5",3
"150090",0.190067461972293,7,-0.448120534549501,7,-0.445751210579352,6,-0.620001535649849,15,-0.498576413273891,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.351066449730277,5,2,1,"3) # of groups=5",2
"150091",0.491395127930841,4,0.647185137443925,2,-0.219415386425559,6,0.576825698562895,15,1.35150506310362,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.491298534625097,4,1,1,"2) # of groups=4",4
"150097",1.05404233040129,5,-0.36007636704028,2,0.408678500072717,8,0.7925019520633,15,1.19372365412223,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.560179049904014,4,1,1,"2) # of groups=4",4
"150100",-0.694511222890065,8,0.991023735844772,7,0.93485877949233,11,-0.468584105344072,10,-0.37056187349862,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.123345756342818,5,2,1,"3) # of groups=5",4
"150101",0.0926162237748495,5,-0.0691498236026912,2,1.33259505152114,4,0.675768453721522,15,1.63980491787884,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.643779169336721,4,1,1,"2) # of groups=4",4
"150102",0.428886130609763,4,NA,0,-2.74968402007811,5,-1.63818566820594,5,-0.0571717142715033,7,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,-1.12543203641144,4,1,1,"2) # of groups=4",1
"150104",-0.286952925553954,6,0.360764176483393,3,0.674115204776692,9,-0.335750879796037,15,0.80567744462552,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.187359920055283,5,2,1,"3) # of groups=5",4
"150109",-0.563249273225829,8,0.0139195747973046,7,0.164546848901231,11,0.479057471663855,15,0.0604410864221175,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0279933472406977,5,2,1,"3) # of groups=5",3
"150112",0.191711809092815,8,0.38197500365816,7,0.173050217073181,11,0.155030473064309,15,0.570821209804826,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.266887395812041,5,2,1,"3) # of groups=5",4
"150113",-0.91039557903921,6,-0.000164953296044727,7,0.595962480396641,9,0.132894923757161,15,-0.207319948003387,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.064853081960326,5,2,1,"3) # of groups=5",3
"150115",-1.27950915750228,6,0.566566207948262,3,0.818554781582778,10,1.25015222071436,15,-0.32258827066944,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.259557499123154,5,2,1,"3) # of groups=5",4
"150125",0.450306598157955,8,-0.575700616596582,8,0.0573969021270063,11,0.062351561724805,15,0.421228857904849,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0493054409394824,5,2,1,"3) # of groups=5",3
"150126",-0.59467453060854,8,-0.265802622159592,7,0.128165070716037,9,-0.197513715261737,15,0.251903813576034,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.174333217779919,5,2,1,"3) # of groups=5",3
"150128",-0.647272712998215,7,0.492375983158526,8,-0.785058624174999,8,0.280866716890617,15,-0.764165753495243,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.236699390586725,5,2,1,"3) # of groups=5",3
"150133",-0.176804475248916,6,0.40992673622207,3,0.0213727892368738,8,-0.0330910110946186,15,0.705083295338441,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.133318884046003,5,2,1,"3) # of groups=5",4
"150146",0.0873239277648667,5,0.647185137443925,2,-0.870310692367586,5,0.380899423829899,15,1.12907816592424,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.189410895178552,4,1,1,"2) # of groups=4",3
"150149",NA,0,0.16436971193528,4,0.673807309556382,1,0.897816311723686,15,2.18248131597269,4,0.22,0.22,0.22,0.22,0.12,NA,0.282051282051282,0.282051282051282,0.282051282051282,0.153846153846154,0.825405501569358,3,1,1,"1) # of groups=3",5
"150150",0.685161101864852,4,0.647554538026584,6,-0.42015026531962,6,-0.132560562116135,15,-0.0730311753730967,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.162837317695478,5,2,1,"3) # of groups=5",4
"150153",0.975914034138531,5,-0.119843827906973,3,1.10115707481252,5,0.860703496191082,10,0.793630410797048,4,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.715180420287381,5,2,1,"3) # of groups=5",5
"150157",0.425789332952462,5,-0.511105429864349,2,0.0370558634274485,6,-0.511027633122461,10,0.343645300699462,6,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0818058945695825,4,1,1,"2) # of groups=4",3
"150158",1.15405418964758,7,0.345370586345013,7,0.326573363619091,10,-0.204507862949609,15,-0.381854011276246,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.310905379512507,5,2,1,"3) # of groups=5",4
"150160",1.12256950126318,1,0.969462581310487,2,3.18341927847193,3,1.60730129536393,15,0.973354163114329,3,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.63100808398382,3,0,0,"",NA
"150161",0.876277432429516,7,0.000354389783241901,7,0.712155929495751,8,-0.233027976148771,15,0.116268423824438,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.312219361482075,5,2,1,"3) # of groups=5",4
"150162",0.48658892686444,8,-0.565508994111061,7,0.307536964251665,10,0.145784025815515,15,-0.0706967553151458,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0738845923827055,5,2,1,"3) # of groups=5",4
"150165",0.299633099180416,6,-0.305856778414566,6,-0.0147523089088205,7,0.445606656971488,15,-0.69278663452887,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0102843509988094,5,2,1,"3) # of groups=5",3
"150166",0.638048478541098,1,0.650572445789574,2,-0.013618235682445,4,1.21029929446418,15,-1.81155817562938,2,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.329379455209204,2,0,0,"",NA
"150167",0.395787967180062,1,0.813807840256482,1,2.44760614314342,2,0.981113090063061,15,-3.65481015076015,2,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.581852090850248,1,0,0,"",NA
"150168",0.638048478541098,1,0.28006221952545,2,1.92989193226146,3,0.854793405055692,15,-2.04594742689233,3,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.569101436557334,3,0,0,"",NA
"150169",-0.863136699939809,6,-0.00632627637416184,8,0.583165563340725,9,0.0774223870313196,15,-0.290962141159621,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0808679626463783,5,2,1,"3) # of groups=5",3
"150172",0.395787967180062,1,0.505302482204579,1,-1.16408313188906,3,0.677334664133793,5,-0.449704534407557,2,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0371906918295554,2,0,0,"",NA
"150173",0.639910362122175,8,0.205946727735512,7,0.406785742690219,11,0.0299741413409708,15,0.302113586977925,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.318429364692904,5,2,1,"3) # of groups=5",4
"150177",0.395787967180062,1,0.156811974605609,2,-0.309157073623348,5,1.39624808912078,15,2.20636805249024,2,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.625496176901111,2,0,0,"",NA
"150179",NA,0,1.15927422234555,1,NA,0,NA,0,0.906935743663683,1,0.22,0.22,0.22,0.22,0.12,NA,0.647058823529412,NA,NA,0.352941176470588,1.07021358281077,0,0,0,"",NA
"150181",-0.20213544372264,3,0.32144943110057,2,0.00793555568850759,6,NA,0,1.10782182712598,5,0.22,0.22,0.22,0.22,0.12,0.282051282051282,0.282051282051282,0.282051282051282,NA,0.153846153846154,0.206325024012479,3,1,1,"1) # of groups=3",4
"150183",0.553285594537894,4,-0.381543905667663,2,0.494063208978719,6,0.539403529209288,15,1.38613473097678,6,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.431482021670026,4,1,1,"2) # of groups=4",4
"150193",0.638048478541098,1,0.443601410594198,1,2.57301269487143,2,2.07268186566889,15,-1.69223962243961,2,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.05694702423588,1,0,0,"",NA
"150195",NA,0,NA,0,NA,0,NA,0,-0.0950365795114388,1,0.22,0.22,0.22,0.22,0.12,NA,NA,NA,NA,1,-0.0950365795114388,0,0,0,"",NA
"151300",-0.815514589625137,1,NA,0,0.447916019918371,2,1.47687131416813,15,1.11456013733857,2,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,0.484342590079652,1,0,0,"",NA
"151301",-0.330993566903058,1,NA,0,0.278923242644645,2,NA,0,0.756785549236688,5,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.141712133163485,1,0,0,"",NA
"151303",-1.24030109342086,1,NA,0,-0.911425934111112,3,NA,0,0.985058343334313,4,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-0.634237401530208,2,0,0,"",NA
"151304",-1.29469688901428,2,NA,0,1.03878587261934,5,NA,0,0.883495962866821,6,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.088784092744878,2,0,0,"",NA
"151305",0.0743638593674498,2,NA,0,0.844396515647559,2,NA,0,1.1858088907781,7,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.615043481065489,1,0,0,"",NA
"151306",1.14000762436188,2,NA,0,0.117850828196883,3,NA,0,0.519155418532686,6,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.605406267476518,2,0,0,"",NA
"151307",-1.38227507115125,4,NA,0,-0.614414699581013,5,NA,0,1.48741191894844,5,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-0.465682713013009,3,1,1,"1) # of groups=3",2
"151308",NA,0,NA,0,0.238013079553492,2,NA,0,1.63435091175519,5,0.22,0.22,0.22,0.22,0.12,NA,NA,0.647058823529412,NA,0.352941176470588,0.73083819680115,1,0,0,"",NA
"151309",-0.330993566903058,1,NA,0,-0.0409654867814926,2,NA,0,-0.0124711469726217,5,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-0.14879915972735,1,0,0,"",NA
"151310",-0.515559043465597,3,-1.82336023534562,1,0.524331449864193,5,0.937489877607124,15,0.950920101528266,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0788511371113861,4,1,1,"2) # of groups=4",3
"151311",-0.353351511889102,3,NA,0,-0.248949531736381,5,NA,0,0.808713079598479,7,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,-0.0633226072246229,3,1,1,"1) # of groups=3",3
"151312",0.996348455757971,4,NA,0,0.571563668581078,7,NA,0,0.626845314380025,8,0.22,0.22,0.22,0.22,0.12,0.392857142857143,NA,0.392857142857143,NA,0.214285714285714,0.750289473357489,3,1,1,"1) # of groups=3",5
"151313",0.216997801236775,2,-1.49344017958734,3,0.128805038700456,4,1.01655573135864,10,0.572822598611234,3,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0399007580092249,4,1,1,"2) # of groups=4",3
"151314",NA,0,NA,0,-0.191861438933909,2,NA,0,0.322294205558536,5,0.22,0.22,0.22,0.22,0.12,NA,NA,0.647058823529412,NA,0.352941176470588,-0.0103947408777519,1,0,0,"",NA
