"PROVIDER_ID","std_HAI_1","std_HAI_2","std_HAI_3","std_HAI_4","std_HAI_5","std_HAI_6","std_PSI_90_SAFETY","std_COMP_HIP_KNEE","total_cnt","measure_wt","score_before_std","grp_score","mean","sd"
"010024",-1.87614626826893,-0.293093643513003,0.425339377892455,NA,-3.6513803961857,-1.02268490058957,0.242552518792751,NA,6,0.166666666666667,-1.02923555197867,"-1.20564820899226",-0.0243323532687902,0.83349619832291
"010029",-0.0401560003529437,-0.101825244243156,-1.4272883905886,-0.33279347839243,0.0871280224196941,-0.510584539237555,0.0368420843139429,0.158839446750041,8,0.125,-0.266229762416376,"-0.290220170930967",-0.0243323532687902,0.83349619832291
"010033",0.0558065962790987,-0.0106599324416408,0.496924685793578,0.219189861442887,-0.431739694041553,-0.0147782802921952,-0.837427262220988,-1.48785688233121,8,0.125,-0.251317613476503,"-0.272329088800204",-0.0243323532687902,0.83349619832291
"010034",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010035",-0.281473706589403,0.159157805227849,1.19846070322458,NA,-1.26658454552728,-0.0776269610035788,-0.477434001883076,-0.390059329610375,7,0.142857142857143,-0.162222862308754,"-0.165436278314665",-0.0243323532687902,0.83349619832291
"010036",NA,NA,NA,NA,NA,0.941918303869977,0.345407736032154,0.296064140840146,3,0.333333333333333,0.527796726914092,"0.662425433125945",-0.0243323532687902,0.83349619832291
"010039",-0.377436303221445,-0.414647392581691,-0.175977208476976,0.790558937797375,-1.01213979995494,-0.473340876593772,-3.768800953544,1.25663699947087,8,0.125,-0.521893324638071,"-0.596956497666613",-0.0243323532687902,0.83349619832291
"010040",-1.38504356785789,0.681123904169861,1.19846070322458,1.12011645862327,-2.09644028435472,0.702162225600625,-2.99738682424847,-0.801733411880687,8,0.125,-0.447342599590429,"-0.507513108245465",-0.0243323532687902,0.83349619832291
"010044",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010045",NA,NA,NA,NA,NA,-1.23450823187608,NA,NA,1,1,-1.23450823187608,"-1.45192729258071",-0.0243323532687902,0.83349619832291
"010046",0.881367170245933,0.947469619040956,NA,NA,0.206866726218444,0.737078159329171,0.756828604989769,0.570513529020354,6,0.166666666666667,0.683353968140771,"0.849057647573567",-0.0243323532687902,0.83349619832291
"010049",NA,NA,NA,NA,NA,0.941918303869977,0.653973387750365,0.844962917200563,3,0.333333333333333,0.813618202940302,"1.00534418500666",-0.0243323532687902,0.83349619832291
"010051",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010052",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010055",0.881367170245933,0.79195232243837,1.19846070322458,1.12011645862327,1.14814598108083,0.632330358143532,2.04251882048232,-0.664508717790581,8,0.125,0.893797887056031,"1.10154100543254",-0.0243323532687902,0.83349619832291
"010056",-2.31080038242583,0.947469619040956,0.356617482307377,NA,0.526169936348442,-0.140475641714962,1.32253229980649,-1.48785688233121,7,0.142857142857143,-0.112334795566962,"-0.105582295966367",-0.0243323532687902,0.83349619832291
"010058",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010059",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010061",NA,NA,NA,NA,NA,0.941918303869977,-0.014585524305759,NA,2,0.5,0.463666389782109,"0.585484065833544",-0.0243323532687902,0.83349619832291
"010062",NA,NA,NA,NA,NA,0.941918303869977,0.0882696929336448,NA,2,0.5,0.515093998401811,"0.647185137443925",-0.0243323532687902,0.83349619832291
"010065",NA,-0.480786932516124,NA,NA,NA,0.941918303869977,0.0368420843139429,0.43328883493025,4,0.25,0.232815572649512,"0.308517215118333",-0.0243323532687902,0.83349619832291
"010073",NA,NA,NA,NA,NA,NA,-0.991710088080094,NA,1,1,-0.991710088080094,"-1.1606264512757",-0.0243323532687902,0.83349619832291
"010078",0.881367170245933,-0.0088723773082777,1.19846070322458,NA,0.195225463349121,-1.7978186293633,0.448262953271558,-0.801733411880687,7,0.142857142857143,0.016413124505561,"0.0488850193394233",-0.0243323532687902,0.83349619832291
"010079",NA,-0.772158419254301,-0.087211426679584,NA,1.14814598108083,0.378607906382761,0.653973387750365,0.707738223110458,6,0.166666666666667,0.338182608731756,"0.434932951979826",-0.0243323532687902,0.83349619832291
"010083",0.881367170245933,0.132344478227403,1.19846070322458,NA,1.14814598108083,0.741733617159644,0.911111430848875,-1.62508157642131,7,0.142857142857143,0.484011686337994,"0.609893651140379",-0.0243323532687902,0.83349619832291
"010085",0.881367170245933,0.691849234970039,1.19846070322458,NA,0.39645300723313,0.820876400277683,-0.991710088080094,-3.13455321141246,7,0.142857142857143,-0.019608111934455,"0.00566798186223392",-0.0243323532687902,0.83349619832291
"010086",NA,NA,NA,NA,NA,NA,0.191124910173049,NA,1,1,0.191124910173049,"0.258498195763056",-0.0243323532687902,0.83349619832291
"010087",-0.47057647054078,0.32361287749725,-0.515291567928298,NA,-2.49723233456998,-0.221946153748237,-1.71169660875592,NA,6,0.166666666666667,-0.848855043007661,"-0.989233893805281",-0.0243323532687902,0.83349619832291
"010089",-0.253249413462332,-0.298456308913092,1.19846070322458,NA,1.14814598108083,0.7836327376339,0.396835344651856,NA,6,0.166666666666667,0.495894840702625,"0.624150650018767",-0.0243323532687902,0.83349619832291
"010090",-0.531258700763983,0.266411113229632,0.25926146356185,NA,0.108747510605579,0.71845632800728,-0.477434001883076,0.707738223110458,7,0.142857142857143,0.15027456226682,"0.209487356855304",-0.0243323532687902,0.83349619832291
"010091",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010092",-0.824791349285524,0.497005725433466,0.00441776743385327,-0.46747333210456,-0.596380411764833,-0.731718786185015,0.293980127412452,NA,7,0.142857142857143,-0.260708608437166,"-0.283596080754768",-0.0243323532687902,0.83349619832291
"010095",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010097",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010099",NA,NA,NA,NA,NA,-0.638609629575558,-0.220295958784567,NA,2,0.5,-0.429452794180062,"-0.486049536550282",-0.0243323532687902,0.83349619832291
"010100",-0.081081225387197,-1.82145328253841,-1.28984459941845,NA,0.542800311876046,-0.589727322355593,-0.528861610502778,-0.527284023700479,7,0.142857142857143,-0.613635964575266,"-0.707026153799169",-0.0243323532687902,0.83349619832291
"010101",NA,NA,NA,NA,NA,-5.52451262265682,0.191124910173049,NA,2,0.5,-2.66669385624189,"-3.17021422328",-0.0243323532687902,0.83349619832291
"010102",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010103",0.640049464009473,0.185971132228295,0.0659811322288188,NA,-0.326968328217647,0.394902008789416,-1.1974205225589,0.43328883493025,7,0.142857142857143,0.0279719602013863,"0.0627529118614084",-0.0243323532687902,0.83349619832291
"010104",0.69790926491997,0.418353299565492,0.199129804924907,0.603843686060105,0.797245057448388,0.217994611231448,0.705400996370067,-0.801733411880687,8,0.125,0.354767913579961,"0.454831428879394",-0.0243323532687902,0.83349619832291
"010108",NA,-2.88326103175607,NA,NA,NA,0.0434149425887155,0.293980127412452,NA,3,0.333333333333333,-0.848621987251633,"-0.988954281544905",-0.0243323532687902,0.83349619832291
"010110",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010112",NA,NA,NA,NA,NA,-0.10323197907118,-2.32882791219234,NA,2,0.5,-1.21602994563176,"-1.42975768187162",-0.0243323532687902,0.83349619832291
"010113",0.292890658546497,-0.529050921116926,-1.962746493689,-1.82549519036853,0.348224918203078,-0.62464325608414,-0.88885487084069,-0.527284023700479,8,0.125,-0.714619897381274,"-0.828183194478177",-0.0243323532687902,0.83349619832291
"010114",0.483404637154228,-0.218016327911755,-1.12806180356191,NA,-0.596380411764833,-0.138147912799726,-0.837427262220988,NA,6,0.166666666666667,-0.405771513517497,"-0.45763755253618",-0.0243323532687902,0.83349619832291
"010118",NA,0.947469619040956,NA,NA,NA,0.590431237669276,0.242552518792751,NA,3,0.333333333333333,0.593484458500994,"0.741235308586773",-0.0243323532687902,0.83349619832291
"010120",NA,NA,NA,NA,NA,-0.477996334424245,0.0368420843139429,NA,2,0.5,-0.220577125055151,"-0.235447710716891",-0.0243323532687902,0.83349619832291
"010125",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010126",NA,NA,NA,NA,NA,0.941918303869977,0.0882696929336448,NA,2,0.5,0.515093998401811,"0.647185137443925",-0.0243323532687902,0.83349619832291
"010128",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010129",NA,NA,NA,NA,NA,-0.156769744121617,0.0368420843139429,NA,2,0.5,-0.0599638299038372,"-0.0427494171020116",-0.0243323532687902,0.83349619832291
"010130",NA,NA,NA,NA,NA,NA,0.242552518792751,NA,1,1,0.242552518792751,"0.320199267373437",-0.0243323532687902,0.83349619832291
"010131",0.0261710884956738,0.947469619040956,-0.0600090096771573,0.776274710888513,0.452996284026984,0.276187834112358,0.293980127412452,-0.664508717790581,8,0.125,0.25607024206365,"0.336417365666025",-0.0243323532687902,0.83349619832291
"010138",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010139",0.637227034696766,0.110893816627047,0.561351462904589,0.988497510677322,0.487920072634952,-0.301088936866276,0.242552518792751,NA,7,0.142857142857143,0.389621925638164,"0.496648070788899",-0.0243323532687902,0.83349619832291
"010144",0.340871956862518,0.325400432630613,0.76035861886971,1.12011645862327,0.39645300723313,0.450767502755091,0.139697301553347,-0.25283463552027,8,0.125,0.410103830375926,"0.521221553882131",-0.0243323532687902,0.83349619832291
"010148",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"010149",-1.51628653089877,-1.39780271593137,1.19846070322458,0.637513649488137,-0.363555154378376,0.290154207603777,-0.940282479460392,NA,7,0.142857142857143,-0.298828331478916,"-0.329330810101406",-0.0243323532687902,0.83349619832291
"01014F",0.242086930917769,-1.05637968545903,NA,NA,NA,NA,1.16824947394738,-0.25283463552027,4,0.25,0.025280520971464,"0.0595238158735229",-0.0243323532687902,0.83349619832291
"010150",NA,NA,NA,NA,NA,0.941918303869977,0.139697301553347,NA,2,0.5,0.540807802711662,"0.678035673249115",-0.0243323532687902,0.83349619832291
"010157",NA,NA,NA,NA,NA,0.0690199606563162,0.139697301553347,NA,2,0.5,0.104358631104831,"0.154399005817378",-0.0243323532687902,0.83349619832291
"010158",NA,NA,NA,NA,NA,0.941918303869977,0.0368420843139429,-0.390059329610375,3,0.333333333333333,0.196233686191182,"0.264627529080248",-0.0243323532687902,0.83349619832291
"010164",NA,0.947469619040956,NA,NA,NA,0.222650069061921,0.293980127412452,NA,3,0.333333333333333,0.488033271838443,"0.614718610760519",-0.0243323532687902,0.83349619832291
"010168",NA,NA,NA,NA,NA,0.941918303869977,0.242552518792751,-0.115609941430166,3,0.333333333333333,0.356286960410854,"0.45665392889073",-0.0243323532687902,0.83349619832291
"010169",NA,NA,NA,NA,NA,0.941918303869977,0.0368420843139429,NA,2,0.5,0.48938019409196,"0.616334601638735",-0.0243323532687902,0.83349619832291
"010173",NA,NA,NA,NA,NA,NA,-1.0431376966998,NA,1,1,-1.0431376966998,"-1.22232752288608",-0.0243323532687902,0.83349619832291
"01019F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"01021F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"011300",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"011302",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"011304",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"011305",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"011306",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"011307",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"020001",-0.00487563394410456,-0.622003788051805,-1.65349796355615,-0.79601055100839,0.334920617780995,-0.131164726054017,-1.1974205225589,0.296064140840146,8,0.125,-0.471748553319029,"-0.536794530017643",-0.0243323532687902,0.83349619832291
"020006",0.881367170245933,0.412990634165403,1.19846070322458,NA,-0.2155448121827,0.508960725636001,-0.014585524305759,-1.07618280006089,7,0.142857142857143,0.242209442388938,"0.319787656133334",-0.0243323532687902,0.83349619832291
"020008",NA,NA,NA,NA,NA,0.941918303869977,-0.683144436361883,NA,2,0.5,0.129386933754047,"0.18442710036607",-0.0243323532687902,0.83349619832291
"020012",NA,0.109106261493684,-2.53686066305601,NA,NA,-0.282467105544385,0.139697301553347,0.43328883493025,5,0.2,-0.427447074124622,"-0.483643142784508",-0.0243323532687902,0.83349619832291
"020017",-0.0627354348546007,-0.196565666311398,0.0273250659622126,NA,0.47627880976563,0.101608165469626,-0.117440741545163,-0.390059329610375,7,0.142857142857143,-0.0230841615891526,"0.00149753733988125",-0.0243323532687902,0.83349619832291
"020018",NA,NA,NA,NA,NA,0.941918303869977,NA,NA,1,1,0.941918303869977,"1.15927422234555",-0.0243323532687902,0.83349619832291
"020024",0.881367170245933,-4.13097451484348,-1.67497355592649,NA,NA,0.450767502755091,-0.477434001883076,-0.115609941430166,6,0.166666666666667,-0.844476223513697,"-0.983980337157063",-0.0243323532687902,0.83349619832291
"020026",-1.3483519867927,0.250323117029365,-1.45305910143301,NA,-2.87640489659935,0.1318686413677,-3.46023530182578,-1.07618280006089,7,0.142857142857143,-1.40457747547352,"-1.65597050710243",-0.0243323532687902,0.83349619832291
"021301",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021302",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021304",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021305",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021306",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021307",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021308",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021309",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021310",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021311",NA,NA,NA,NA,NA,0.941918303869977,NA,0.707738223110458,2,0.5,0.824828263490218,"1.01879362913426",-0.0243323532687902,0.83349619832291
"021312",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021313",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"021314",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
"030002",-0.219380261709846,0.405840413631951,-0.277628345696571,-1.01435516232957,0.484593997529432,0.313431496756141,-1.55741378289682,NA,7,0.142857142857143,-0.26641594924504,"-0.290443551468321",-0.0243323532687902,0.83349619832291
"030006",0.191283203289041,-0.861536175922454,0.193402980292817,0.204905634534025,0.675843316096879,0.320414683501851,-1.55741378289682,-0.664508717790581,8,0.125,-0.187201107361905,"-0.195404315485572",-0.0243323532687902,0.83349619832291
"030007",NA,0.947469619040956,0.449678382578837,NA,NA,0.699834496685389,-0.426006393263374,NA,4,0.25,0.417744026260452,"0.530387997472275",-0.0243323532687902,0.83349619832291
"030010",-0.116361591796036,-0.0946750237097041,NA,NA,0.0838019473141733,-0.159097473036854,0.139697301553347,NA,5,0.2,-0.0293269679350148,"-0.00599236646342757",-0.0243323532687902,0.83349619832291
"030011",0.881367170245933,0.947469619040956,1.19846070322458,NA,1.14814598108083,0.590431237669276,0.653973387750365,-0.25283463552027,7,0.142857142857143,0.738144780498811,"0.914793775066752",-0.0243323532687902,0.83349619832291
"030012",0.00923651261943108,0.348638649364333,0.67302454323034,NA,0.687484578966201,0.427490213602726,-2.07168986909383,1.25663699947087,7,0.142857142857143,0.190117375451439,"0.257289390343623",-0.0243323532687902,0.83349619832291
"030013",0.0572178109354522,-1.26373608092914,0.0516640706485942,0.357950922843263,-0.564782698262386,0.469389334076982,0.448262953271558,-0.115609941430166,8,0.125,-0.0699554536057305,"-0.0547370227107685",-0.0243323532687902,0.83349619832291
"030014",0.654161610573009,-0.178690114977768,-0.967710713863394,-2.2060678072975,-0.135719009650201,-0.0403832983597959,0.0882696929336448,0.570513529020354,8,0.125,-0.276953263952706,"-0.30308585833051",-0.0243323532687902,0.83349619832291
"030016",-0.320987716967302,0.271773778629722,-0.4580233216074,NA,-0.25712075100171,0.304120581095196,-0.734572044981585,NA,6,0.166666666666667,-0.19913491247218,"-0.209722083382159",-0.0243323532687902,0.83349619832291
"030022",0.683797118356434,0.243172896495913,-2.11164393412334,NA,1.14814598108083,-0.235912527239656,-1.0431376966998,NA,6,0.166666666666667,-0.219263027021601,"-0.233871101206021",-0.0243323532687902,0.83349619832291
"030023",0.881367170245933,0.709724786303669,1.19846070322458,NA,0.750680005971097,-0.133492454969253,-0.014585524305759,0.43328883493025,7,0.142857142857143,0.546491931628646,"0.684855295136318",-0.0243323532687902,0.83349619832291
"030024",-0.0147541365385795,0.103743596093595,0.27644193745812,NA,0.025595632967559,0.373952448552288,-1.40313095703771,NA,6,0.166666666666667,-0.106358579750788,"-0.0984122382886015",-0.0243323532687902,0.83349619832291
"030030",0.051572952310038,0.947469619040956,1.19846070322458,NA,0.0189434827565173,0.0969527076391534,0.242552518792751,NA,6,0.166666666666667,0.425991997293999,"0.540283628730274",-0.0243323532687902,0.83349619832291
"030036",0.500339213030471,0.345063539097607,0.877758523827551,-0.606234393504935,0.346561880650318,0.455422960585563,-0.374578784643672,NA,7,0.142857142857143,0.220618991291843,"0.293884177340585",-0.0243323532687902,0.83349619832291
"030037",NA,NA,NA,NA,NA,0.941918303869977,0.293980127412452,NA,2,0.5,0.617949215641215,"0.770587280664686",-0.0243323532687902,0.83349619832291
"030038",0.522918647532128,0.523819052433912,-2.48245582905115,NA,-1.14850887928129,0.173767761841955,0.448262953271558,0.158839446750041,7,0.142857142857143,-0.257622406643264,"-0.279893362253937",-0.0243323532687902,0.83349619832291
"030043",0.881367170245933,0.947469619040956,NA,NA,NA,0.613708526821641,0.139697301553347,-0.390059329610375,5,0.2,0.4384366576103,"0.555214303088886",-0.0243323532687902,0.83349619832291
"030055",0.463647631965278,0.550632379434358,1.19846070322458,NA,-0.290381502056918,0.68586812319397,-0.631716827742182,NA,6,0.166666666666667,0.329418418003181,"0.424417978130864",-0.0243323532687902,0.83349619832291
"030061",-0.577828784423651,0.464829733032931,-0.104391900575853,NA,0.848799221583961,-0.249878900731075,-2.12311747771354,0.43328883493025,7,0.142857142857143,-0.186899896270996,"-0.195042932804385",-0.0243323532687902,0.83349619832291
"030062",0.881367170245933,-0.0213852632418191,1.19846070322458,NA,NA,-2.29362488830866,-1.91740704323473,0.158839446750041,6,0.166666666666667,-0.332291645760775,"-0.369478940769777",-0.0243323532687902,0.83349619832291
"030064",0.196928061914455,0.2824991094299,-0.904715642910407,1.12011645862327,0.286692528750943,-0.349971244086241,-0.477434001883076,NA,7,0.142857142857143,0.0220164671198344,"0.055607716606127",-0.0243323532687902,0.83349619832291
"030065",-0.339333507499899,-0.092887468576341,0.339437008411108,1.12011645862327,-0.380185529905981,-0.0846101477492881,-1.1974205225589,NA,7,0.142857142857143,-0.0906976727508622,"-0.0796228220543858",-0.0243323532687902,0.83349619832291
"030069",0.881367170245933,0.947469619040956,NA,NA,NA,0.504305267805528,1.11682186532768,0.296064140840146,5,0.2,0.749205612652049,"0.928064180109383",-0.0243323532687902,0.83349619832291
"030071",NA,NA,NA,NA,NA,-1.39744925594263,0.139697301553347,NA,2,0.5,-0.628875977194644,"-0.72531059546794",-0.0243323532687902,0.83349619832291
"030073",NA,NA,NA,NA,NA,-2.13301159315735,0.345407736032154,NA,2,0.5,-0.893801928562596,"-1.04315961733632",-0.0243323532687902,0.83349619832291
"030078",NA,NA,NA,NA,NA,0.273860105197122,-0.940282479460392,NA,2,0.5,-0.333211187131635,"-0.370582174800971",-0.0243323532687902,0.83349619832291
"030083",NA,-0.557651803250735,NA,NA,NA,-0.149786557375908,0.551118170510961,0.570513529020354,4,0.25,0.103548334726168,"0.153426840161082",-0.0243323532687902,0.83349619832291
"030084",NA,NA,NA,NA,NA,0.941918303869977,-0.837427262220988,NA,2,0.5,0.0522455208244944,"0.0918754929504994",-0.0243323532687902,0.83349619832291
"030085",0.328171024955336,0.354001314764422,0.176222506396548,0.136545405755899,1.14814598108083,0.152818201604828,1.21967708256709,0.296064140840146,8,0.125,0.476455707245637,"0.600828247953705",-0.0243323532687902,0.83349619832291
"030087",-0.0980158012634396,0.51666883190046,-1.4144030351664,-0.915385875889596,-0.847499082231655,0.252910544959994,-0.32315117602397,0.844962917200563,8,0.125,-0.247989084564256,"-0.268335634578164",-0.0243323532687902,0.83349619832291
"030088",-0.193978397895482,-0.0821621377761627,0.0817298999670658,NA,-0.446707032016397,-0.817844756048763,0.653973387750365,0.296064140840146,7,0.142857142857143,-0.0727035564541754,"-0.0580341017544095",-0.0243323532687902,0.83349619832291
"030089",0.518685003563067,0.51666883190046,0.0802981938090434,0.257961334481227,0.539474236770525,-0.175391575443509,-1.1459929139392,NA,7,0.142857142857143,0.0845290158773735,"0.130608117187823",-0.0243323532687902,0.83349619832291
"030092",0.465058846621632,-0.0732243621093474,-0.37068924596803,NA,0.459648434238026,0.329725599162796,-1.35170334841801,0.158839446750041,7,0.142857142857143,-0.0546206613889843,"-0.0363388677490524",-0.0243323532687902,0.83349619832291
"030093",-0.0330999270711758,0.55778259996781,0.475449093423241,0.315098242116676,-1.08697648982915,-0.235912527239656,1.27110469118679,0.982187611290668,8,0.125,0.28070416173065,"0.365972293110884",-0.0243323532687902,0.83349619832291
"030094",0.654161610573009,0.709724786303669,1.19846070322458,NA,1.14814598108083,0.534565743703602,-0.477434001883076,-0.25283463552027,7,0.142857142857143,0.50211288392605,"0.631610843881602",-0.0243323532687902,0.83349619832291
"030101",NA,0.175245801428117,1.19846070322458,NA,NA,0.678884936448261,0.859683822229173,0.570513529020354,5,0.2,0.696557758470097,"0.864899099947188",-0.0243323532687902,0.83349619832291
"030103",-0.0853148693562577,-0.221591438178481,-0.707140193103307,0.244697409494427,0.494572222845994,-0.212635238087292,0.448262953271558,-1.3506321882411,8,0.125,-0.173722667669308,"-0.179233348275743",-0.0243323532687902,0.83349619832291
"030105",0.139068261003959,-0.85974862078909,NA,NA,NA,-0.159097473036854,0.0882696929336448,NA,4,0.25,-0.197877034972085,"-0.208212925328858",-0.0243323532687902,0.83349619832291
"030107",NA,NA,NA,NA,NA,NA,0.653973387750365,0.570513529020354,2,0.5,0.61224345838536,"0.763741709842245",-0.0243323532687902,0.83349619832291
"030108",NA,NA,NA,NA,NA,NA,0.551118170510961,0.43328883493025,2,0.5,0.492203502720606,"0.619721909984383",-0.0243323532687902,0.83349619832291
"030110",0.156002836880202,-0.682780662586149,0.197698098766885,NA,0.5195177861374,-0.0939210634102339,0.705400996370067,NA,6,0.166666666666667,0.133652998693029,"0.18954537798697",-0.0243323532687902,0.83349619832291
"030111",-1.07739877277281,0.518456387033823,1.19846070322458,NA,0.0937801726307358,-0.105559707986416,-0.168868350164865,NA,6,0.166666666666667,0.0764784053275079,"0.120949272233204",-0.0243323532687902,0.83349619832291
"030112",NA,NA,NA,NA,NA,NA,0.0882696929336448,-3.40900259959267,2,0.5,-1.66036645332951,"-1.9628573031918",-0.0243323532687902,0.83349619832291
"030113",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0243323532687902,0.83349619832291
