"PROVIDER_ID","std_IMM_3","std_OP_10","std_OP_13","std_OP_18B","std_OP_22","std_OP_23","std_OP_29","std_OP_8","std_SAFE_USE_OF_OPIOIDS","std_SEP_1","total_cnt","measure_wt","score_before_std","grp_score","mean","sd"
"010001",0.944322266073307,0.125806369457162,-0.216522551422365,-1.24170819665909,-1.15946956832803,1.06791959909959,-1.50345800413146,0.793317753589866,0.182926212901381,0.407427645668704,10,0.1,-0.0599438473750929,"-0.15060315888921",0.0172493179671561,0.512560067873711
"010005",-0.801819140639043,-1.47811422590818,0.0802927413070855,0.394332975103871,-0.393706674012975,-2.29750014275159,0.620192048670188,-0.680188136824788,0.00469771597334307,0.776697064223462,10,0.1,-0.377511577485863,"-0.770174893043529",0.0172493179671561,0.512560067873711
"010006",-0.545033639651933,-0.62268990838,-0.394611727060035,0.144114913540124,0.372056220302081,-0.1941128040946,-0.441632977730636,NA,0.00469771597334307,0.222792936391326,9,0.111111111111111,-0.161602141190037,"-0.348937559453538",0.0172493179671561,0.512560067873711
"010007",-2.3425321465617,-0.00250727817206535,NA,0.779283839048097,-0.0108252268554471,NA,-2.03437051733187,NA,0.00469771597334307,-3.03908692750903,7,0.142857142857143,-0.949334363058383,"-1.88579591273133",0.0172493179671561,0.512560067873711
"010008",-2.23981794616686,0.85291703935612,NA,0.875521555034153,0.372056220302081,NA,-1.88268122784604,NA,-0.529987774810771,NA,6,0.166666666666667,-0.425332022355219,"-0.86347214319361",0.0172493179671561,0.512560067873711
"010011",0.225322863309398,-0.708232340132818,NA,0.0671247407512791,-0.0108252268554471,NA,-0.669166911959384,NA,0.361154709829419,0.776697064223462,7,0.142857142857143,0.00601069988084418,"-0.0219264409982889",0.0172493179671561,0.512560067873711
"010012",-0.288248138664823,0.296891232962799,0.673923326765988,0.0478771975540678,-0.393706674012975,0.121395296703948,0.544347403927272,NA,0.00469771597334307,1.94605022298019,9,0.111111111111111,0.328136398243313,"0.606537847487478",0.0172493179671561,0.512560067873711
"010016",0.0198944625197097,-1.88444077673407,NA,-0.66428190074275,-0.776588121170503,NA,NA,NA,-0.351759277882733,0.776697064223462,6,0.166666666666667,-0.480079758297814,"-0.97028447480912",0.0172493179671561,0.512560067873711
"010018",1.14975066686299,NA,NA,0.721541209456463,0.754937667459609,NA,NA,NA,NA,NA,3,0.333333333333333,0.875409847926355,"1.67426333760093",0.0172493179671561,0.512560067873711
"010019",-0.442319439257088,-1.77751273704305,NA,-0.606539271151116,-0.776588121170503,-0.509620904893149,0.544347403927272,-0.0209881332182324,0.182926212901381,0.407427645668704,9,0.111111111111111,-0.333207482692865,"-0.683738009700688",0.0172493179671561,0.512560067873711
"010021",-1.10996174182358,-0.02389288611027,0.733286385311878,0.471323147892716,-0.0108252268554471,NA,-0.669166911959384,NA,0.717611703685495,-0.392656094533269,8,0.125,-0.035535203048982,"-0.102982117266973",0.0172493179671561,0.512560067873711
"010022",-0.134176838072557,0.981230686985347,NA,0.586808407075984,0.372056220302081,NA,NA,NA,0.717611703685495,NA,5,0.2,0.50470603599527,"0.951023594269184",0.0172493179671561,0.512560067873711
"010023",0.995679366270728,0.895688255232529,NA,-0.779767159926017,-0.393706674012975,NA,0.39265811444144,NA,0.361154709829419,-0.946560222365406,7,0.142857142857143,0.0750209127813882,"0.112711852591034",0.0172493179671561,0.512560067873711
"010024",-2.23981794616686,-1.11455889095871,0.495834151128317,0.182609999934547,-0.0108252268554471,1.06791959909959,0.0134348907268605,NA,0.895840200613533,1.39214609514806,9,0.111111111111111,0.0758425414077663,"0.114314842519193",0.0172493179671561,0.512560067873711
"010029",0.122608662914554,-1.52088544178459,-0.513337844151816,-0.548796641559482,-1.54235101548556,NA,0.39265811444144,-1.10672931562903,1.25229719446961,0.776697064223462,9,0.111111111111111,-0.298648802506824,"-0.616314341038002",0.0172493179671561,0.512560067873711
"010033",0.995679366270728,-2.24799611168355,0.317744975490647,-1.10697539427861,-0.393706674012975,NA,0.544347403927272,NA,0.539383206757457,-0.208021385255891,8,0.125,-0.194943076598115,"-0.413985419202717",0.0172493179671561,0.512560067873711
"010034",-1.41810434300811,NA,NA,0.914016641428576,-0.0108252268554471,NA,0.620192048670188,NA,1.60875418832569,NA,5,0.2,0.342806661712179,"0.635159397210858",0.0172493179671561,0.512560067873711
"010035",0.173965763111976,-0.02389288611027,0.139655799852976,-0.0483605184319886,0.372056220302081,1.17308896603244,0.620192048670188,-0.00806264295143717,0.00469771597334307,2.06914002916511,10,0.1,0.447248049561442,"0.838923588757275",0.0172493179671561,0.512560067873711
"010036",0.173965763111976,-0.02389288611027,NA,0.278847715920603,-0.0108252268554471,-0.1941128040946,-5.67491346499184,NA,0.361154709829419,-0.269566288348351,8,0.125,-0.669917810192313,"-1.3406567761123",0.0172493179671561,0.512560067873711
"010039",-0.185533938269979,-2.16245367993073,-0.453974785605926,-1.58816397420889,0.372056220302081,-0.29928217102745,0.240968824955608,0.586509909321142,0.539383206757457,0.345882742576245,10,0.1,-0.260460764513045,"-0.541809828518723",0.0172493179671561,0.512560067873711
"010040",-2.85610314853592,-0.644075516318204,1.68309532204612,-0.741272073531595,-0.0108252268554471,NA,-1.57930264887438,-0.848219510293125,-0.173530780954695,-1.06965002855032,9,0.111111111111111,-0.693320401318619,"-1.386315017152",0.0172493179671561,0.512560067873711
"010044",-0.288248138664823,-0.665461124256409,NA,1.04874944380905,-0.0108252268554471,NA,NA,NA,0.00469771597334307,0.838241967315921,6,0.166666666666667,0.15452577288694,"0.26782510680018",0.0172493179671561,0.512560067873711
"010045",0.636179664888774,1.08815872667637,NA,0.586808407075984,-0.776588121170503,NA,0.620192048670188,NA,-1.24290176252292,0.0997031302064067,7,0.142857142857143,0.144507441974899,"0.248279434907321",0.0172493179671561,0.512560067873711
"010046",0.430751264099086,0.745988999665096,NA,-0.106103148023622,-0.0108252268554471,0.121395296703948,0.620192048670188,NA,-0.886444768666848,-0.208021385255891,8,0.125,0.0883666350420637,"0.138749234543238",0.0172493179671561,0.512560067873711
"010049",-1.36674724281069,-0.00250727817206535,-1.70059901506962,0.760036295850885,0.372056220302081,0.226564663636798,0.0892795354697765,-0.279497938554137,0.717611703685495,-0.577290803810648,10,0.1,-0.176109385947212,"-0.377241061162825",0.0172493179671561,0.512560067873711
"010051",1.04703646646815,NA,NA,-0.0868556048264112,0.372056220302081,NA,NA,NA,NA,NA,3,0.333333333333333,0.444079027314607,"0.83274085536569",0.0172493179671561,0.512560067873711
"010052",-2.8047460483385,NA,NA,1.02950190061184,0.754937667459609,NA,-0.593322267216468,NA,-0.708216271738809,-3.16217673369395,6,0.166666666666667,-0.914003625486046,"-1.81686596717607",0.0172493179671561,0.512560067873711
