"PROVIDER_ID","std_EDAC_30_AMI","std_EDAC_30_HF","std_EDAC_30_PN","std_HAI_1","std_HAI_2","std_HAI_3","std_HAI_4","std_HAI_5","std_HAI_6","std_H_CLEAN_LINEAR_SCORE","std_H_COMP_1_LINEAR_SCORE","std_H_COMP_2_LINEAR_SCORE","std_H_COMP_3_LINEAR_SCORE","std_H_COMP_5_LINEAR_SCORE","std_H_COMP_6_LINEAR_SCORE","std_H_COMP_7_LINEAR_SCORE","std_H_HSP_RATING_LINEAR_SCORE","std_H_QUIET_LINEAR_SCORE","std_H_RECMND_LINEAR_SCORE","std_Hybrid_HWM_RSMR","std_Hybrid_HWR","std_IMM_3","std_OP_10","std_OP_13","std_OP_18B","std_OP_22","std_OP_23","std_OP_29","std_O-COMP-1","std_O-COMP-2","std_O-COMP-3","std_O-PATIENT-RATE","std_O-PATIENT-REC","std_OP_8","std_PSI_4_SURG_COMP","std_PSI_90_SAFETY","std_COMP_HIP_KNEE","std_OP_32","std_OP_35_ADM","std_OP_35_ED","std_OP_36","std_MORT_30_AMI","std_MORT_30_CABG","std_MORT_30_COPD","std_MORT_30_HF","std_MORT_30_PN","std_MORT_30_STK","std_READM_30_CABG","std_READM_30_COPD","std_READM_30_HIP_KNEE","std_SAFE_USE_OF_OPIOIDS","std_SEP_1"
"010001",0.930663970670698,0.193207349655035,-0.369507385615922,0.133423402378545,0.793739877571733,0.544170989008319,NA,0.84381010892568,0.0527258582496612,-0.3787248522735,-0.445368487982847,0.482250670524345,-0.295815081966416,0.578896767317805,0.176407146509086,0.360450685476562,0.275675497944774,1.08240477109317,0.842665064769475,-0.50232648092005,-0.167495906512862,0.944322266073307,0.125806369457162,-0.216522551422365,-1.24170819665909,-1.15946956832803,1.06791959909959,-1.50345800413146,-0.128380806084399,-1.2765178909142,-0.390364016154661,0.0375796895060393,0.490315381106233,0.793317753589866,-1.25561741171441,0.242552518792751,0.570513529020354,0.294215020581348,1.57773207540343,-0.191117905379878,0.662843653821469,0.635860775745859,-0.407502613580099,-0.336903364647613,0.630169781013603,-0.741227903612937,-0.155168975688045,0.524001964502229,0.266961984298016,0.0798490881012137,0.182926212901381,0.407427645668704
"010005",NA,-0.217008276292762,0.774312137433786,-0.145997099579461,-0.845448179722186,0.574236818326791,NA,-1.49608372780821,-0.29177802120533,-0.3787248522735,-0.0695402019666846,0.859497084437262,-1.2945885845197,-0.854810381487305,0.43658490134165,-0.27344186697172,-0.267715000201232,0.900332076968105,-0.402008382526247,-0.681151836151995,2.37668721724447,-0.801819140639043,-1.47811422590818,0.0802927413070855,0.394332975103871,-0.393706674012975,-2.29750014275159,0.620192048670188,-0.128380806084399,0.514019895695545,0.533042657317561,0.0375796895060393,0.146387534917927,-0.680188136824788,-0.469843521868268,0.139697301553347,0.844962917200563,-1.24016694346196,1.50863766026831,-0.7868818135624,0.0963949375634943,NA,NA,-0.014416217329402,-1.15698033190706,-1.75515358667798,0.196999206294956,NA,1.31824642886313,0.928441357725884,0.00469771597334307,0.776697064223462
"010006",1.02889097003276,0.304243158182259,0.235460743627132,0.881367170245933,0.947469619040956,1.19846070322458,1.12011645862327,1.14814598108083,0.760355448481536,-1.72906100231754,-0.82119677399901,-1.02673498512732,-1.49434328503035,-1.26444099543162,-1.12448162765373,-1.22428069564414,-1.35449599649324,0.354113994592917,-1.43923625527268,-1.75410396754367,-1.29824396151612,-0.545033639651933,-0.62268990838,-0.394611727060035,0.144114913540124,0.372056220302081,-0.1941128040946,-0.441632977730636,-0.128380806084399,-0.679671962044285,-0.390364016154661,-0.468851364313488,-0.541468157458686,NA,-2.6847679461298,-0.734572044981585,-1.48785688233121,1.6093995611899,NA,NA,0.0963949375634943,-2.02674038950635,-3.27865422894366,0.114578641597884,-0.423790541990892,-1.17576748206939,0.490472691280789,0.0350819593662501,-1.01794122572601,-0.344447046711121,0.00469771597334307,0.222792936391326
"010007",NA,-2.24341178191459,-0.779431145321597,NA,NA,NA,NA,NA,-0.629298713914613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03880254661589,-0.591526427139084,-2.3425321465617,-0.00250727817206535,NA,0.779283839048097,-0.0108252268554471,NA,-2.03437051733187,-1.05996460408149,-1.87336381978412,-1.31377068962688,-1.48171347195254,-0.19754031127038,NA,NA,-0.32315117602397,NA,0.623011155733487,NA,NA,NA,NA,NA,-1.49785709499318,-0.836209798818738,-3.27604211127555,NA,NA,-0.433894312078731,NA,0.00469771597334307,-3.03908692750903
"010008",NA,NA,0.499927685372729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144675770456158,0.397878120988768,-2.23981794616686,0.85291703935612,NA,0.875521555034153,0.372056220302081,NA,-1.88268122784604,-0.128380806084399,0.514019895695545,-0.390364016154661,-0.468851364313488,0.146387534917927,NA,NA,NA,NA,0.294215020581348,NA,NA,NA,NA,NA,NA,NA,0.489967568680334,NA,NA,NA,NA,-0.529987774810771,NA
"010011",1.25808730187758,-0.494597797610821,-0.392648243018661,-2.54365080072416,0.334338208297428,1.19846070322458,NA,-1.23498683202483,0.180750948587665,-0.828836902288182,-0.82119677399901,-0.272242157301488,0.103694319054896,-0.649995074515147,-0.604126117988605,-0.590388143195861,-0.267715000201232,0.536186688717979,-0.19456280797696,0.212974940007734,0.539221627864175,0.225322863309398,-0.708232340132818,NA,0.0671247407512791,-0.0108252268554471,NA,-0.669166911959384,NA,NA,NA,NA,NA,NA,-0.129384653615328,-0.168868350164865,-0.527284023700479,0.294215020581348,NA,NA,0.946068011950457,-0.480713906456682,0.549547924874422,-0.143411076256686,-1.29445341751635,-1.35682563975957,0.255693903292122,-1.2361100539873,0.0333432188391011,NA,0.361154709829419,0.776697064223462
"010012",-1.38994888925807,-1.0744514643641,0.129673966928893,NA,-2.54898822181718,NA,NA,NA,0.206355966655266,-1.72906100231754,0.68211637006564,0.482250670524345,0.702958420586865,0.578896767317805,0.43658490134165,-0.590388143195861,-0.811105498347237,0.354113994592917,-0.81689953162482,-0.681151836151995,-0.167495906512862,-0.288248138664823,0.296891232962799,0.673923326765988,0.0478771975540678,-0.393706674012975,0.121395296703948,0.544347403927272,-1.05996460408149,0.514019895695545,0.533042657317561,-0.975282418133016,-1.57325169602361,NA,NA,-0.117440741545163,-2.31120504687183,-0.582574673157685,NA,NA,0.662843653821469,-0.566604266626108,NA,-0.401400794111256,-1.98181884556275,-1.24819074514546,NA,NA,0.150152601568558,0.504145222913549,0.00469771597334307,1.94605022298019
"010016",-0.661431977322763,0.150026757450004,-0.769513635006137,-1.46407158861369,-1.06174235085912,1.19846070322458,NA,0.43636590849938,0.299465123264723,-1.27894895230286,-0.82119677399901,-0.272242157301488,-1.09483388400904,-0.854810381487305,-0.604126117988605,-0.907334419420002,-0.811105498347237,-0.0100313936572085,-0.81689953162482,-0.144675770456158,1.38728266911662,0.0198944625197097,-1.88444077673407,NA,-0.66428190074275,-0.776588121170503,NA,NA,-1.05996460408149,-0.0828260331743703,-0.390364016154661,-1.98814452577207,-1.2293238498353,NA,1.3653549149882,-2.32882791219234,-1.62508157642131,0.403813732298729,NA,NA,-0.470053778694481,-1.68317894882865,0.549547924874422,-0.336903364647613,0.44687233353456,-0.198053430542376,-1.62253640061721,-0.844974049878514,0.266961984298016,-0.627311136586011,-0.351759277882733,0.776697064223462
"010018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14975066686299,NA,NA,0.721541209456463,0.754937667459609,NA,NA,-0.128380806084399,-0.0828260331743703,0.533042657317561,0.544010743325567,0.83424322729454,NA,NA,0.0368420843139429,NA,NA,NA,NA,0.379619295692482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"010019",NA,0.655856551851799,-0.448847468139601,0.881367170245933,0.947469619040956,-0.150206497632572,NA,1.14814598108083,-1.25080233428274,0.296443222748521,0.68211637006564,0.105004256611428,0.902713121097521,0.578896767317805,0.43658490134165,0.360450685476562,0.81906599609078,1.08240477109317,0.842665064769475,-2.46940538847145,-1.43958746839153,-0.442319439257088,-1.77751273704305,NA,-0.606539271151116,-0.776588121170503,-0.509620904893149,0.544347403927272,-0.128380806084399,-0.0828260331743703,0.533042657317561,0.0375796895060393,0.490315381106233,-0.0209881332182324,NA,0.345407736032154,-1.213407494151,-0.582574673157685,NA,NA,0.662843653821469,NA,NA,0.179076071061526,-3.17325225417653,-0.849862798227049,-0.0377795816937112,NA,-0.667513077537643,-1.33447136127324,0.182926212901381,0.407427645668704
