"Summary_Score_Nat","Summary_Score_Nat_peer3","Summary_Score_Nat_peer4","Summary_Score_Nat_peer5","Out_Mrt_Grp_Score_Nat","Out_Sft_Grp_Score_Nat","Out_Readm_grp_Score_Nat","Pt_Exp_Grp_Score_Nat","Prc_of_Care_Grp_Score_Nat"
-0.00965664984922924,-0.170070363478585,0.117586458206044,-0.0390426228931482,0.0863356398326128,0.0407861303613719,-0.000105014714025218,-1.41293236422105e-17,0.00517499153054528
