"PROVIDER_ID","std_H_CLEAN_LINEAR_SCORE","std_H_COMP_1_LINEAR_SCORE","std_H_COMP_2_LINEAR_SCORE","std_H_COMP_3_LINEAR_SCORE","std_H_COMP_5_LINEAR_SCORE","std_H_COMP_6_LINEAR_SCORE","std_H_COMP_7_LINEAR_SCORE","std_H_HSP_RATING_LINEAR_SCORE","std_H_QUIET_LINEAR_SCORE","std_H_RECMND_LINEAR_SCORE","std_O-COMP-1","std_O-COMP-2","std_O-COMP-3","std_O-PATIENT-RATE","std_O-PATIENT-REC","total_cnt","measure_wt","score_before_std","grp_score","mean","sd"
"010059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010061",0.971611297770543,1.0579446560818,-0.272242157301488,0.902713121097521,0.169266153373488,-0.864303872821169,-0.590388143195861,-0.267715000201232,1.26447746521823,-0.609453957075534,-0.128380806084399,-0.0828260331743703,-0.390364016154661,-0.975282418133016,-0.885396003646993,15,0.0666666666666667,-0.0466893142831425,"-0.0882486622401481",0.0272919712768318,0.838327558537393
"010062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803202991912693,0.514019895695545,1.45644933078978,0.0375796895060393,0.83424322729454,5,0.2,0.72909902703972,"0.83715136000934",0.0272919712768318,0.838327558537393
"010065",0.0713871977411808,-0.0695402019666846,-1.02673498512732,0.503203720076209,-0.035549153598671,0.176407146509086,-0.27344186697172,-0.267715000201232,0.900332076968105,-0.19456280797696,-0.128380806084399,0.514019895695545,0.533042657317561,0.0375796895060393,0.490315381106233,15,0.0666666666666667,0.0820241961995314,"0.0652873979452488",0.0272919712768318,0.838327558537393
"010073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05996460408149,-0.0828260331743703,0.533042657317561,0.0375796895060393,-0.541468157458686,5,0.2,-0.22272728957819,"-0.298235765136033",0.0272919712768318,0.838327558537393
"010078",-1.95411702732488,-1.57285334603133,-1.78122781295315,-1.09483388400904,-1.46925630240378,-0.343948363156041,-0.907334419420002,-1.08280074742024,0.536186688717979,-1.85412740437125,-1.99154840207858,-1.2765178909142,-0.390364016154661,-2.4945755795916,-3.98074661934175,15,0.0666666666666667,-1.44387100843017,"-1.75487846573206",0.0272919712768318,0.838327558537393
"010079",-0.603780877280841,0.68211637006564,0.859497084437262,0.303449019565552,0.374081460345646,0.696762656174214,0.994343237924843,0.81906599609078,0.900332076968105,0.635219490220188,0.803202991912693,0.514019895695545,1.45644933078978,1.05044179714509,0.83424322729454,15,0.0666666666666667,0.687962917156603,"0.788082103649826",0.0272919712768318,0.838327558537393
"010083",-0.828836902288182,0.306288084049478,0.482250670524345,0.503203720076209,0.374081460345646,-0.0837706083234775,0.0435044092524207,0.00398024887177128,0.900332076968105,0.220328341121614,-0.128380806084399,-0.679671962044285,0.533042657317561,-0.975282418133016,-0.541468157458686,15,0.0666666666666667,0.00864005427967358,"-0.0222489608115707",0.0272919712768318,0.838327558537393
"010085",0.521499247755862,-0.0695402019666846,0.482250670524345,-0.695324482987729,-0.445179767542988,-0.0837706083234775,-0.590388143195861,-0.267715000201232,0.536186688717979,-0.609453957075534,-0.128380806084399,-0.0828260331743703,-0.390364016154661,-0.975282418133016,-0.541468157458686,15,0.0666666666666667,-0.222650465686697,"-0.29814412566801",0.0272919712768318,0.838327558537393
"010086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803202991912693,-0.0828260331743703,-0.390364016154661,-0.468851364313488,0.83424322729454,5,0.2,0.139080961112943,"0.133347626113051",0.0272919712768318,0.838327558537393
"010087",-0.828836902288182,-0.445368487982847,0.105004256611428,-0.0960603814557601,0.169266153373488,0.176407146509086,0.360450685476562,0.00398024887177128,-0.192104087782271,0.427773915670901,-0.128380806084399,0.514019895695545,-0.390364016154661,0.0375796895060393,0.490315381106233,15,0.0666666666666667,0.0135788460715289,"-0.0163577172975535",0.0272919712768318,0.838327558537393
"010089",-2.62928510234691,-0.82119677399901,-0.272242157301488,-1.09483388400904,-0.035549153598671,-1.3846593824863,-1.22428069564414,-1.89788649463925,-0.374176781907334,-1.64668182982197,-1.05996460408149,-0.679671962044285,0.533042657317561,-0.975282418133016,-0.885396003646993,15,0.0666666666666667,-0.963204305756155,"-1.18151463225315",0.0272919712768318,0.838327558537393
"010090",-1.05389292729552,-1.19702506001517,-0.649488571214405,-0.0960603814557601,-0.649995074515147,-0.343948363156041,-0.590388143195861,-0.539410249274234,0.172041300467854,-0.609453957075534,-1.99154840207858,-0.0828260331743703,-0.390364016154661,-0.975282418133016,-0.541468157458686,15,0.0666666666666667,-0.635940696915276,"-0.791137857079674",0.0272919712768318,0.838327558537393
"010091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803202991912693,1.70771175343537,1.45644933078978,-0.975282418133016,-0.19754031127038,5,0.2,0.558908269346891,"0.634139117408422",0.0272919712768318,0.838327558537393
"010092",-1.72906100231754,-0.445368487982847,-0.272242157301488,-0.495569782477073,0.374081460345646,0.176407146509086,-0.590388143195861,0.00398024887177128,0.172041300467854,-0.609453957075534,-0.128380806084399,-0.679671962044285,-0.390364016154661,-0.468851364313488,0.146387534917927,15,0.0666666666666667,-0.329096932522326,"-0.425118917026824",0.0272919712768318,0.838327558537393
"010095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010099",-1.27894895230286,-1.57285334603133,-1.02673498512732,-0.495569782477073,-1.05962568845946,0.696762656174214,-1.54122697186828,-1.62619124556625,0.172041300467854,-1.23179068072339,0.803202991912693,0.514019895695545,-0.390364016154661,0.0375796895060393,0.146387534917927,15,0.0666666666666667,-0.523554106669091,"-0.657077382624722",0.0272919712768318,0.838327558537393
"010100",-1.05389292729552,0.306288084049478,0.105004256611428,-0.0960603814557601,-0.035549153598671,0.43658490134165,0.677396961700702,0.275675497944774,0.354113994592917,0.427773915670901,0.803202991912693,-0.0828260331743703,0.533042657317561,0.0375796895060393,0.490315381106233,15,0.0666666666666667,0.211909989082004,"0.220221816550168",0.0272919712768318,0.838327558537393
"010101",1.42172334778522,1.0579446560818,0.105004256611428,1.10246782160818,0.374081460345646,-0.343948363156041,-0.590388143195861,0.81906599609078,1.62862285346836,-0.19456280797696,0.803202991912693,0.514019895695545,-0.390364016154661,-0.468851364313488,-1.57325169602361,15,0.0666666666666667,0.284317792585269,"0.306593548894973",0.0272919712768318,0.838327558537393
"010102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010103",-1.27894895230286,-0.445368487982847,0.105004256611428,-0.495569782477073,-0.24036446057083,-1.64483713731886,-0.590388143195861,-0.539410249274234,0.354113994592917,-0.609453957075534,-0.128380806084399,-0.0828260331743703,0.533042657317561,-0.468851364313488,-0.885396003646993,15,0.0666666666666667,-0.427842297926363,"-0.54290744061576",0.0272919712768318,0.838327558537393
"010104",-2.17917305233223,-0.0695402019666846,0.482250670524345,-0.695324482987729,-0.649995074515147,-0.0837706083234775,0.0435044092524207,0.275675497944774,0.718259382843042,0.427773915670901,-0.128380806084399,-0.0828260331743703,0.533042657317561,0.544010743325567,1.17817107348285,15,0.0666666666666667,0.0209118727318283,"-0.00761050794528892",0.0272919712768318,0.838327558537393
"010108",-0.603780877280841,0.68211637006564,0.105004256611428,0.702958420586865,0.374081460345646,0.696762656174214,0.360450685476562,0.81906599609078,0.718259382843042,0.427773915670901,0.803202991912693,0.514019895695545,1.45644933078978,0.544010743325567,1.17817107348285,15,0.0666666666666667,0.585236420119378,"0.66554468257727",0.0272919712768318,0.838327558537393
"010110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010112",0.0713871977411808,-0.445368487982847,1.23674349835018,-0.895079183498385,-0.445179767542988,-0.604126117988605,-0.27344186697172,0.275675497944774,0.900332076968105,0.0128827665723271,-1.05996460408149,-1.2765178909142,-0.390364016154661,-1.48171347195254,-1.57325169602361,15,0.0666666666666667,-0.396532404368965,"-0.50555939779104",0.0272919712768318,0.838327558537393
"010113",-0.603780877280841,-0.82119677399901,-0.272242157301488,-0.695324482987729,-0.445179767542988,-0.0837706083234775,-0.27344186697172,-0.539410249274234,-0.374176781907334,-0.609453957075534,-0.128380806084399,0.514019895695545,0.533042657317561,0.0375796895060393,0.146387534917927,15,0.0666666666666667,-0.241021903420779,"-0.320058516465486",0.0272919712768318,0.838327558537393
"010114",-1.05389292729552,-1.19702506001517,0.482250670524345,-1.09483388400904,-0.445179767542988,-1.3846593824863,-0.590388143195861,-0.539410249274234,0.718259382843042,-1.02434510617411,-1.05996460408149,-0.679671962044285,0.533042657317561,-0.975282418133016,-0.885396003646993,15,0.0666666666666667,-0.613099786480937,"-0.763892050590635",0.0272919712768318,0.838327558537393
"010118",-1.05389292729552,-2.32450991806366,-1.40398139904024,-2.29336208707298,-1.26444099543162,-2.68554815664912,-1.85817324809242,-3.25636274000426,0.354113994592917,-3.30624642621626,0.803202991912693,-0.0828260331743703,0.533042657317561,-0.468851364313488,-0.885396003646993,15,0.0666666666666667,-1.27954877701185,"-1.55886650150055",0.0272919712768318,0.838327558537393
"010120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.128380806084399,-0.0828260331743703,0.533042657317561,0.0375796895060393,0.146387534917927,5,0.2,0.101160608496552,"0.0881142895368921",0.0272919712768318,0.838327558537393
"010125",1.64677937279256,1.43377294209797,1.23674349835018,1.70173192314015,0.169266153373488,0.43658490134165,0.0435044092524207,0.275675497944774,1.99276824171848,0.427773915670901,NA,NA,NA,NA,NA,10,0.1,0.936460085568257,"1.08450223905036",0.0272919712768318,0.838327558537393
"010126",0.296443222748521,1.43377294209797,1.23674349835018,2.50075072518277,1.39815799520644,0.43658490134165,0.994343237924843,1.09076124516378,1.62862285346836,1.05011063931876,-0.128380806084399,0.514019895695545,0.533042657317561,0.0375796895060393,0.146387534917927,15,0.0666666666666667,0.877929348810396,"1.01468378185926",0.0272919712768318,0.838327558537393
"010128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010129",1.87183539779991,1.0579446560818,0.859497084437262,1.10246782160818,1.19334268823428,0.696762656174214,1.31128951414898,1.36245649423679,1.08240477109317,0.842665064769475,-0.128380806084399,-0.0828260331743703,-0.390364016154661,-0.468851364313488,-0.19754031127038,15,0.0666666666666667,0.67418024117245,"0.771641422625098",0.0272919712768318,0.838327558537393
"010130",0.521499247755862,1.0579446560818,0.105004256611428,0.503203720076209,0.374081460345646,0.956940411006778,0.0435044092524207,0.547370747017777,0.172041300467854,0.635219490220188,NA,NA,NA,NA,NA,10,0.1,0.491680969883597,"0.553946955312994",0.0272919712768318,0.838327558537393
"010131",-1.5040049773102,-0.445368487982847,-0.272242157301488,-0.895079183498385,-1.26444099543162,-1.3846593824863,-0.907334419420002,-0.811105498347237,0.354113994592917,-0.402008382526247,-1.05996460408149,-0.0828260331743703,0.533042657317561,-0.468851364313488,0.146387534917927,15,0.0666666666666667,-0.564289419936352,"-0.705668548276403",0.0272919712768318,0.838327558537393
"010138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010139",-1.72906100231754,-1.9486816320475,-0.272242157301488,-2.29336208707298,-1.67407160937594,-1.12448162765373,-1.22428069564414,-1.89788649463925,-0.374176781907334,-1.85412740437125,-1.05996460408149,-0.679671962044285,-0.390364016154661,-0.975282418133016,-0.541468157458686,15,0.0666666666666667,-1.20260817668022,"-1.46708781720456",0.0272919712768318,0.838327558537393
"010144",-2.40422907733957,-0.82119677399901,0.105004256611428,-0.695324482987729,-0.445179767542988,0.43658490134165,0.0435044092524207,0.00398024887177128,0.354113994592917,0.220328341121614,-1.05996460408149,-0.0828260331743703,-0.390364016154661,-0.468851364313488,0.490315381106233,15,0.0666666666666667,-0.314273639113018,"-0.407436934300204",0.0272919712768318,0.838327558537393
"010148",0.0713871977411808,0.68211637006564,1.99123632617601,0.303449019565552,1.39815799520644,0.176407146509086,0.994343237924843,0.00398024887177128,1.62862285346836,-0.19456280797696,NA,NA,NA,NA,NA,10,0.1,0.705513758755192,"0.809017645395835",0.0272919712768318,0.838327558537393
"010149",-0.15366882726616,0.306288084049478,0.105004256611428,0.303449019565552,0.783712074289963,0.956940411006778,0.0435044092524207,0.81906599609078,0.536186688717979,0.842665064769475,-0.128380806084399,-0.679671962044285,0.533042657317561,0.544010743325567,1.17817107348285,15,0.0666666666666667,0.399354592205666,"0.443815328674106",0.0272919712768318,0.838327558537393
"01014F",-1.05389292729552,-1.57285334603133,-1.02673498512732,-1.2945885845197,-0.035549153598671,-0.864303872821169,0.677396961700702,-1.08280074742024,-0.374176781907334,-1.23179068072339,NA,NA,NA,NA,NA,10,0.1,-0.785929411774398,"-0.970052069467972",0.0272919712768318,0.838327558537393
"010150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803202991912693,0.514019895695545,0.533042657317561,0.544010743325567,0.490315381106233,5,0.2,0.57691833387152,"0.655622443754093",0.0272919712768318,0.838327558537393
"010158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803202991912693,1.11086582456546,1.45644933078978,0.544010743325567,1.17817107348285,5,0.2,1.01853999281527,"1.18241135155791",0.0272919712768318,0.838327558537393
"010164",-0.828836902288182,-0.82119677399901,0.482250670524345,-0.495569782477073,0.374081460345646,-0.0837706083234775,-0.27344186697172,0.00398024887177128,1.62862285346836,-0.402008382526247,-0.128380806084399,0.514019895695545,0.533042657317561,0.0375796895060393,-0.541468157458686,15,0.0666666666666667,-7.30536266353836e-05,"-0.0326424016779434",0.0272919712768318,0.838327558537393
"010168",0.521499247755862,1.43377294209797,1.61398991226309,1.10246782160818,1.19334268823428,0.43658490134165,1.62823579037313,1.63415174330979,1.99276824171848,1.87989293751591,0.803202991912693,-0.679671962044285,-0.390364016154661,1.05044179714509,1.17817107348285,15,0.0666666666666667,1.026565740704,"1.19198487423052",0.0272919712768318,0.838327558537393
"010169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"010173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"01019F",0.296443222748521,-0.445368487982847,0.105004256611428,-1.09483388400904,-0.445179767542988,-0.343948363156041,0.360450685476562,0.275675497944774,0.536186688717979,-0.402008382526247,NA,NA,NA,NA,NA,10,0.1,-0.11575785337179,"-0.170637149157063",0.0272919712768318,0.838327558537393
"01021F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"011300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"011302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"011304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"011305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"011306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"011307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",0.0272919712768318,0.838327558537393
"020001",0.521499247755862,0.306288084049478,0.105004256611428,0.103694319054896,-0.035549153598671,0.956940411006778,0.0435044092524207,0.547370747017777,-0.738322170157459,1.05011063931876,-1.05996460408149,1.11086582456546,0.533042657317561,0.0375796895060393,0.490315381106233,15,0.0666666666666667,0.264825315915005,"0.283341925502952",0.0272919712768318,0.838327558537393
"020006",0.521499247755862,0.68211637006564,0.482250670524345,0.503203720076209,0.374081460345646,1.21711816583934,0.677396961700702,0.547370747017777,0.536186688717979,0.427773915670901,-0.128380806084399,0.514019895695545,0.533042657317561,0.0375796895060393,0.146387534917927,15,0.0666666666666667,0.471443127937805,"0.529806222088025",0.0272919712768318,0.838327558537393
"020008",0.971611297770543,1.43377294209797,1.23674349835018,1.30222252211883,1.6029733021786,0.43658490134165,0.994343237924843,0.547370747017777,1.26447746521823,0.842665064769475,0.803202991912693,-0.0828260331743703,-0.390364016154661,-0.468851364313488,-0.19754031127038,15,0.0666666666666667,0.686425749719192,"0.786248491690209",0.0272919712768318,0.838327558537393
"020012",0.296443222748521,-0.0695402019666846,-0.272242157301488,0.503203720076209,-0.445179767542988,0.176407146509086,0.0435044092524207,0.00398024887177128,-0.556249476032396,-0.19456280797696,-0.128380806084399,-0.679671962044285,-0.390364016154661,-0.468851364313488,-0.541468157458686,15,0.0666666666666667,-0.181531464627869,"-0.249095277589382",0.0272919712768318,0.838327558537393
