"PROVIDER_ID","std_Hybrid_HWM_RSMR","std_PSI_4_SURG_COMP","std_MORT_30_AMI","std_MORT_30_CABG","std_MORT_30_COPD","std_MORT_30_HF","std_MORT_30_PN","std_MORT_30_STK","total_cnt","measure_wt","score_before_std","grp_score","mean","sd"
"010001",-0.50232648092005,-1.25561741171441,0.635860775745859,-0.407502613580099,-0.336903364647613,0.630169781013603,-0.741227903612937,-0.155168975688045,8,0.125,-0.266589524175461,"-0.253893573633393",-0.0791771875919047,0.738153132044881
"010005",-0.681151836151995,-0.469843521868268,NA,NA,-0.014416217329402,-1.15698033190706,-1.75515358667798,0.196999206294956,6,0.166666666666667,-0.646757714606626,"-0.768919757127321",-0.0791771875919047,0.738153132044881
"010006",-1.75410396754367,-2.6847679461298,-2.02674038950635,-3.27865422894366,0.114578641597884,-0.423790541990892,-1.17576748206939,0.490472691280789,8,0.125,-1.34234665291314,"-1.71125666272243",-0.0791771875919047,0.738153132044881
"010007",-1.03880254661589,NA,NA,NA,-1.49785709499318,-0.836209798818738,-3.27604211127555,NA,4,0.25,-1.66222788792584,"-2.14461015148505",-0.0791771875919047,0.738153132044881
"010008",-0.144675770456158,NA,NA,NA,NA,NA,0.489967568680334,NA,2,0.5,0.172645899112088,"0.341152906858737",-0.0791771875919047,0.738153132044881
"010011",0.212974940007734,-0.129384653615328,-0.480713906456682,0.549547924874422,-0.143411076256686,-1.29445341751635,-1.35682563975957,0.255693903292122,8,0.125,-0.298321490678792,"-0.296881898312616",-0.0791771875919047,0.738153132044881
"010012",-0.681151836151995,NA,-0.566604266626108,NA,-0.401400794111256,-1.98181884556275,-1.24819074514546,NA,5,0.2,-0.975833297519515,"-1.21472912733383",-0.0791771875919047,0.738153132044881
"010016",-0.144675770456158,1.3653549149882,-1.68317894882865,0.549547924874422,-0.336903364647613,0.44687233353456,-0.198053430542376,-1.62253640061721,8,0.125,-0.202946592711852,"-0.167674429257075",-0.0791771875919047,0.738153132044881
"010018",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0791771875919047,0.738153132044881
"010019",-2.46940538847145,NA,NA,NA,0.179076071061526,-3.17325225417653,-0.849862798227049,-0.0377795816937112,5,0.2,-1.27024479030144,"-1.61357792983952",-0.0791771875919047,0.738153132044881
"010021",-0.323501125688104,NA,NA,NA,NA,NA,0.12785125329996,NA,2,0.5,-0.0978249361940721,"-0.0252627101242641",-0.0791771875919047,0.738153132044881
"010022",0.0341495847757862,NA,NA,NA,NA,NA,NA,NA,1,1,0.0341495847757862,"0.153527455819019",-0.0791771875919047,0.738153132044881
"010023",0.212974940007734,-0.903076352953126,-0.566604266626108,0.908441876794867,0.179076071061526,-0.423790541990892,-0.379111588232563,-2.03339927959738,8,0.125,-0.375686142691992,"-0.401690302767772",-0.0791771875919047,0.738153132044881
"010024",-1.57527861231172,-0.095295616109647,0.37818969523758,-0.407502613580099,0.695055506770665,-0.652912351339696,-1.61030706052583,-0.624726551665378,8,0.125,-0.486597200440516,"-0.551945111605704",-0.0791771875919047,0.738153132044881
"010029",0.0341495847757862,-1.76781598790736,-1.42550786832037,-1.00565920011418,-1.43335966552953,-0.973682884428019,-0.487746482846675,-0.74211594565971,8,0.125,-0.975217306253758,"-1.21389462397807",-0.0791771875919047,0.738153132044881
"010033",1.10710171616746,-1.21807631977777,0.721751135915285,0.310285290260791,-0.272405935183971,0.630169781013603,0.671025726370521,-0.74211594565971,8,0.125,0.150966931138276,"0.311783705492951",-0.0791771875919047,0.738153132044881
"010034",0.0341495847757862,NA,NA,NA,NA,NA,NA,NA,1,1,0.0341495847757862,"0.153527455819019",-0.0791771875919047,0.738153132044881
"010035",-2.6482307437034,-0.182459990491261,-0.394823546287255,NA,-0.401400794111256,-0.0113712851630466,-1.32061400822154,-0.624726551665378,7,0.142857142857143,-0.797660988520447,"-0.97335331889489",-0.0791771875919047,0.738153132044881
"010036",-0.50232648092005,NA,NA,NA,0.114578641597884,-0.607087989469935,-0.7050162720749,0.431777994283622,5,0.2,-0.253614821316676,"-0.23631632265995",-0.0791771875919047,0.738153132044881
"010039",-0.144675770456158,-2.58638439484758,-4.25988975391143,0.908441876794867,-0.0789136467930435,-0.652912351339696,-1.64651869206387,0.255693903292122,8,0.125,-1.0256448536656,"-1.28221045875905",-0.0791771875919047,0.738153132044881
"010040",-1.21762790184783,-0.361103807293185,0.893531856254137,0.310285290260791,-0.272405935183971,0.355223609795039,-1.35682563975957,0.196999206294956,8,0.125,-0.181490415184955,"-0.138607049338957",-0.0791771875919047,0.738153132044881
"010044",-1.03880254661589,NA,NA,NA,NA,-1.06533160816754,-0.125630167466301,NA,3,0.333333333333333,-0.743254774083243,"-0.899647454792567",-0.0791771875919047,0.738153132044881
"010045",-0.144675770456158,NA,NA,NA,-0.594893082502183,0.355223609795039,0.164062884837997,NA,4,0.25,-0.0550705895813263,"0.0326579905497341",-0.0791771875919047,0.738153132044881
"010046",0.0341495847757862,-0.641583229808282,0.120518614729302,NA,-0.207908505720328,-0.28631745638161,-0.777439535150975,-0.683421248662545,7,0.142857142857143,-0.348857396602665,"-0.365344529885925",-0.0791771875919047,0.738153132044881
"010049",0.0341495847757862,NA,NA,NA,-0.852882800356752,-0.469614903860653,-1.2844023766835,-1.68123109761438,5,0.2,-0.850796318747899,"-1.04533747491988",-0.0791771875919047,0.738153132044881
"010051",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"NaN",-0.0791771875919047,0.738153132044881
"010052",-0.50232648092005,NA,NA,NA,NA,NA,-0.849862798227049,NA,2,0.5,-0.67609463957355,"-0.808663441321484",-0.0791771875919047,0.738153132044881
