"Avg ASC-9 Nat Rate","Avg ASC-11 Nat Rate","Avg ASC-13 Nat Rate","Avg ASC-14 Nat Rate","Median ASC-9 Nat Rate","Median ASC-11 Nat Rate","Median ASC-13 Nat Rate","Median ASC-14 Nat Rate","ASC-12 Nat Rate","ASC-12 Better","ASC-12 No Different","ASC-12 Worse","ASC-12 Too Small"
77.99,90.63,95.38,0.37,93.49,100.00,100.00,0.28,12.2,14,2044,15,188
