PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,cnt_grp,star
10049,-1.775699983,-0.141568476,0.2561590641,0.1227573785,-0.464199873,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.394141428,4,4,7,8,11,5,2,1,3) # of groups=5,2
10051,,,,,1.3354965126,0.22,0.22,0.22,0.22,0.12,,,,,1,1.3354965126,0,0,0,0,4,1,0,0,,
10052,,0.9807593316,,,-0.879249875,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,0.3242854941,0,0,1,0,6,1,0,0,,
10055,-2.150607902,-0.840961591,0.6442224373,0.1079549265,-0.77692401,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.58589715,7,8,9,8,10,5,2,1,3) # of groups=5,2
10056,-0.182989368,0.6308746424,0.5238201641,0.6911233224,-1.23833182,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.217222509,7,8,9,8,11,5,2,1,3) # of groups=5,4
10058,,0.3364524913,1.4750475872,,-0.047105136,0.22,0.22,0.22,0.22,0.12,,0.3928571429,,0.3928571429,0.2142857143,0.7015667875,0,1,1,0,7,1,0,0,,
10059,0.3898955425,0.6915831382,,,0.6947013006,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,0.573731189,1,0,2,0,5,1,0,0,,
10061,-0.472132177,0.4359310087,-1.401579693,-0.260147157,-0.110764999,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.386835964,3,3,6,8,8,5,2,1,3) # of groups=5,2
10062,-0.552266581,0.4749914871,0.7375337965,,-1.238898939,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,-0.004373023,1,2,3,0,6,2,0,0,,
10065,-0.429212124,1.0667146657,0.0017142232,0.9855520431,0.0697033653,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3658135415,3,3,8,8,10,5,2,1,3) # of groups=5,4
10069,-0.565202295,0.9074113214,0.6970992866,-0.358705263,-0.948466449,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0359166971,2,2,4,8,7,3,0,0,,
10073,-1.882377814,1.0959281752,0.6970992866,,0.7172319217,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,0.0851419912,1,2,3,0,6,2,0,0,,
10078,0.3013259474,-0.273345778,-0.26970836,-1.013150778,-0.504498571,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.336613202,6,7,10,8,11,5,2,1,3) # of groups=5,2
10079,-0.93297983,0.0423531897,0.2319517733,0.5494428373,-0.879280666,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.129544726,4,5,7,8,10,5,2,1,3) # of groups=5,3
10083,-0.045878205,1.3869440672,0.6168017733,0.8254075453,0.0711824541,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6208624344,6,6,8,8,11,5,2,1,3) # of groups=5,5
10085,-0.211447406,-0.41236756,-0.488987461,0.1149556226,-0.646394244,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.297093606,6,7,7,8,11,5,2,1,3) # of groups=5,2
10086,-1.362208483,0.3665958392,0.0808890254,0.9329402158,-1.00550536,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.116652992,3,1,6,8,7,4,1,1,2) # of groups=4,2
10087,0.0168576545,-0.350996307,0.003668908,-0.577634416,-0.686179923,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.282124506,4,6,7,8,7,5,2,1,3) # of groups=5,2
10089,-0.019001836,-1.112660836,-0.876556185,-0.547667019,-0.570077536,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.630704197,4,6,6,8,9,5,2,1,3) # of groups=5,2
10090,-1.474397665,0.4844830033,0.4685678897,-0.147448609,-0.455064113,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.201742677,7,8,9,8,8,5,2,1,3) # of groups=5,3
10091,,-0.749826665,,,-0.983554686,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-0.832318908,0,0,2,0,7,1,0,0,,
10092,-0.851682103,-0.13980665,-0.31362226,-1.242841321,-1.400280159,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.728583133,7,8,11,8,10,5,2,1,3) # of groups=5,1
10095,,0.7659903849,,,0.0862683193,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,0.5260884794,0,0,1,0,4,1,0,0,,
10097,,-0.212332007,,0.5331014627,-2.327549401,0.22,0.22,0.22,0.22,0.12,0.3928571429,0.3928571429,,,0.2142857143,-0.372744014,0,0,2,8,8,2,0,0,,
10099,-0.921843575,-0.296282516,-0.036823685,-0.064813125,-0.388647568,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.336985546,2,2,6,8,8,3,0,0,,
10100,-0.330997953,0.8439298384,0.2570479583,-0.192476153,-0.066698234,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1190470237,7,7,9,8,10,5,2,1,3) # of groups=5,4
10101,-0.185926099,-1.483705379,-1.520703043,0.0261044378,0.4786735435,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.638689793,2,2,4,8,8,3,0,0,,
10102,,,,,-0.32825772,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.32825772,0,0,0,0,4,1,0,0,,
10103,-0.549051116,-0.019365143,-0.040277701,-0.197314144,-0.084817072,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.187499832,7,7,9,8,9,5,2,1,3) # of groups=5,3
10104,-1.406909526,-0.714594698,0.2893146362,-0.290071171,-1.012148481,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.588355185,7,8,11,8,11,5,2,1,3) # of groups=5,2
10108,0.2940752284,-0.19531671,0.2273855446,0.6946236704,-0.705554473,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1399023646,4,3,5,8,8,5,2,1,3) # of groups=5,4
10110,,,,,-0.90613451,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.90613451,0,0,0,0,4,1,0,0,,
10112,-0.608566861,-0.155002201,0.2026111356,-0.173972073,-3.749614853,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.611638382,2,2,4,8,8,3,0,0,,
10113,-0.957670237,0.44988192,-0.109756671,-0.116304782,-0.130689972,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.177129746,7,8,11,8,9,5,2,1,3) # of groups=5,3
10114,0.4470444154,0.4376990021,-0.707515156,-1.402985819,0.1410415064,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.252741682,3,6,6,8,11,5,2,1,3) # of groups=5,3
10118,-0.339372709,-0.727846689,0.3688925575,-1.24251808,0.1586202416,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.407951454,4,3,5,8,8,5,2,1,3) # of groups=5,2
10120,-3.545016855,-1.548354231,0.6970992866,1.1969439172,-0.730353175,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.791494515,1,2,3,8,8,3,0,0,,
10125,0.8464269137,0.897009101,-0.548835057,1.1528584496,0.4229766976,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5671982732,3,1,4,8,6,4,1,1,2) # of groups=4,4
10126,-1.54565325,0.0729831185,0.7779683063,0.1451969081,0.0772174634,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.111624986,2,2,4,8,7,3,0,0,,
10128,-0.561818472,-1.092285916,,,-1.768234068,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,-1.028734024,2,0,3,0,4,2,0,0,,
10129,-1.387848903,0.0320482967,0.6566647768,0.7113705389,0.2174358511,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0287839383,2,2,6,8,8,3,0,0,,
10130,-1.007906805,-1.19897359,0.3905109763,1.06952517,-0.971865592,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.280929606,4,3,5,8,7,5,2,1,3) # of groups=5,2
10131,-0.28997217,0.5729488102,0.3845526665,-1.021327904,-0.859021451,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.180918266,6,7,8,8,9,5,2,1,3) # of groups=5,3
10138,,,,,-1.613942242,0.22,0.22,0.22,0.22,0.12,,,,,1,-1.613942242,0,0,0,0,4,1,0,0,,
10139,-0.647203295,-1.260732166,0.1853196863,-0.564413888,0.3920579634,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.45609957,7,8,9,8,9,5,2,1,3) # of groups=5,2
10144,-0.092168005,-1.33159955,-0.057575913,-0.268647524,-0.431861232,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.436821366,7,8,9,8,9,5,2,1,3) # of groups=5,2
10148,-1.020067118,0.1372830211,-0.080849014,0.7341760266,-1.319055723,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.208767245,3,1,5,8,6,4,1,1,2) # of groups=4,2
10149,-1.192161555,0.3645269264,-0.163883504,0.1081723995,-0.752223487,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.28460288,4,7,6,8,10,5,2,1,3) # of groups=5,2
10150,,0.6104969872,0.5353612474,,-1.501828502,0.22,0.22,0.22,0.22,0.12,,0.3928571429,,0.3928571429,0.2142857143,0.1283381989,0,2,3,0,7,2,0,0,,
10157,,-0.940223692,0.6970992866,,-0.554400128,0.22,0.22,0.22,0.22,0.12,,0.3928571429,,0.3928571429,0.2142857143,-0.214313187,0,2,2,0,5,1,0,0,,
10158,-2.513530473,-0.634781045,0.7779683063,1.0083575308,0.4246281858,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.248681467,2,2,6,8,7,3,0,0,,
10164,-0.903378716,-0.708370089,1.0675809826,0.0390017246,0.4640629537,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.055448987,3,3,8,8,10,5,2,1,3) # of groups=5,3
10168,,0.8853674288,-0.291831405,1.8259071781,-2.779439281,0.22,0.22,0.22,0.22,0.12,0.2820512821,0.2820512821,,0.2820512821,0.1538461538,0.2548010137,0,3,4,8,7,4,1,1,2) # of groups=4,3
10169,0.3737893612,1.0442688639,0.6970992866,1.5968094784,-1.371512691,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6520512149,2,2,4,8,7,3,0,0,,
10173,0.1127890356,-0.33190244,0.6566647768,1.913380653,-0.475727979,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4601176881,1,2,2,8,6,2,0,0,,
10174,,-0.881010767,,,-0.197644359,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-0.639822623,0,0,2,0,6,1,0,0,,
10175,,0.1216835446,,,-0.025660122,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,0.0696798974,0,0,1,0,6,1,0,0,,
11300,,0.3364524913,,,1.283195223,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,0.6705969849,0,0,1,0,2,0,0,0,,
11302,,-0.093085402,,,-0.159033256,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-0.116361115,0,0,1,0,5,1,0,0,,
11304,,,,,1.581837464,0.22,0.22,0.22,0.22,0.12,,,,,1,1.581837464,0,0,0,0,4,1,0,0,,
11305,-1.45532694,-0.567603062,-3.502330261,1.7534536282,0.3292109114,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.79029215,2,2,4,8,7,3,0,0,,
11306,,-0.223945675,,,0.0874607079,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-0.11403754,0,0,2,0,4,1,0,0,,
20001,-0.113853149,0.2900837791,-0.286074695,0.3341451213,-0.751111664,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.040787167,7,8,11,8,9,5,2,1,3) # of groups=5,3
20006,-1.41372614,0.289066949,-0.16405546,0.3976366784,0.4292268702,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.144529929,6,7,10,8,10,5,2,1,3) # of groups=5,3
20008,0.64744091,-0.147527376,0.0809576246,0.6802267123,0.5287676088,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3408936446,4,3,9,8,8,5,2,1,3) # of groups=5,4
20012,-3.015457142,1.2257523444,-0.165977677,0.3133444416,-0.868555766,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.465541059,5,5,10,8,11,5,2,1,3) # of groups=5,2
20017,0.045309846,-1.152230493,0.779273396,-0.349120303,0.0642935708,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.141173633,7,7,9,8,8,5,2,1,3) # of groups=5,3
20018,0.1127890356,1.0924434768,1.4750475872,-0.373638804,-1.36538654,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3436147003,1,1,3,8,4,3,0,0,,
20024,-0.648994015,-0.155422143,-1.789548754,0.4282439221,-0.94315475,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.589637188,4,4,9,8,10,5,2,1,3) # of groups=5,2
20026,0.1766888002,0.9837181896,0.003985725,-0.730399532,1.0776476434,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2247962175,6,7,7,8,7,5,2,1,3) # of groups=5,4
21301,,,,,-0.147180191,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.147180191,0,0,0,0,3,1,0,0,,
21302,,,,,-0.440476038,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.440476038,0,0,0,0,3,1,0,0,,
21304,,-1.811236976,,,-0.137081626,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-1.220358617,0,0,1,0,1,0,0,0,,
21305,,-0.522623296,,,0.9440368124,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-0.004978552,0,0,1,0,2,0,0,0,,
21306,,-0.307854349,,,0.3986998663,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-0.058482273,0,0,1,0,4,1,0,0,,
21307,,,,,1.0956548639,0.22,0.22,0.22,0.22,0.12,,,,,1,1.0956548639,0,0,0,0,3,1,0,0,,
21308,0.8023662887,-1.487539057,,,0.9521212739,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,-0.065149029,1,0,2,0,1,0,0,0,,
21309,,0.1216835446,,,1.2506020446,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,0.5201253681,0,0,1,0,2,0,0,0,,
21310,,,,,1.2835975585,0.22,0.22,0.22,0.22,0.12,,,,,1,1.2835975585,0,0,0,0,2,0,0,0,,
21311,1.332057666,0.2977141719,0.2366276835,1.2978218097,0.7700816312,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.7885384886,1,1,5,8,9,3,0,0,,
21312,0.4918566065,-1.623382266,,,0.3594360353,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,-0.36750593,1,0,2,0,2,0,0,0,,
21313,0.4453168439,-0.44452917,,1.6062721184,-1.324787952,0.22,0.22,0.22,0.22,0.12,0.2820512821,0.2820512821,0.2820512821,,0.1538461538,0.2494597435,1,0,5,8,9,3,0,0,,
21314,-1.264528355,0.0025443734,,,1.3643818943,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,-0.203411872,2,0,3,0,3,2,0,0,,
30002,0.3364210557,0.0577672808,-0.093879086,-0.352620651,-0.575812005,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.080605949,7,7,10,8,9,5,2,1,3) # of groups=5,3
30006,-0.333312244,0.036359055,0.3767043716,-0.633964064,0.4440702095,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.068638409,7,8,11,8,9,5,2,1,3) # of groups=5,3
30007,0.1117107004,2.0576015073,1.0861014999,-0.069777567,-0.432718197,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.6489137674,5,4,9,8,11,5,2,1,3) # of groups=5,5
30010,-0.632952337,-0.183907876,0.3175040608,-1.39464748,-0.598423093,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.48849157,7,6,8,8,9,5,2,1,3) # of groups=5,2
30011,-0.588520408,0.9450169149,0.8853118128,-1.556575182,-1.185392739,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.211495838,6,7,10,8,8,5,2,1,3) # of groups=5,3
30012,-0.888473065,0.0033581049,0.3642747851,-1.109220132,-0.537310089,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.423090478,7,7,11,8,12,5,2,1,3) # of groups=5,2
30013,-0.947904051,-0.161215957,0.3078732386,-1.16635084,-0.588156756,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.503450285,7,8,11,8,11,5,2,1,3) # of groups=5,2
30014,-0.508801852,0.2034937444,0.2407159567,-0.203778257,-1.27511244,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.212054983,6,8,10,8,9,5,2,1,3) # of groups=5,3
30016,0.049387762,-0.710365272,0.8360097974,-1.008242597,-0.262334145,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.214786365,5,6,7,8,10,5,2,1,3) # of groups=5,3
30022,,-1.038164268,0.3065153797,-0.782806458,0.8895029247,0.22,0.22,0.22,0.22,0.12,0.2820512821,0.2820512821,,0.2820512821,0.1538461538,-0.290307468,0,6,4,8,8,4,1,1,2) # of groups=4,2
30023,-0.834364266,0.6060274175,0.9727446045,-0.227120328,-0.042903403,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1086548258,7,7,9,8,9,5,2,1,3) # of groups=5,4
30024,0.4958744771,0.4865439975,0.3910648269,0.1924646363,-0.97947473,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2269715787,7,6,10,8,11,5,2,1,3) # of groups=5,4
30030,-0.158903701,0.4314561288,-0.420129319,-2.159048717,-0.405068466,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.55606585,5,6,6,8,8,5,2,1,3) # of groups=5,2
30036,0.2885299122,0.5001015971,-0.568168895,0.1047898816,0.4468472579,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1251772201,7,8,11,8,10,5,2,1,3) # of groups=5,4
30037,,0.0012988952,0.3574387976,-1.004742249,-1.04008185,0.22,0.22,0.22,0.22,0.12,0.2820512821,0.2820512821,,0.2820512821,0.1538461538,-0.342219006,0,5,4,8,6,4,1,1,2) # of groups=4,2
30038,-0.560336113,-0.2955751,0.0657243353,0.0089780679,-0.417746981,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.221995576,6,7,8,8,9,5,2,1,3) # of groups=5,3
30043,0.1427943547,-0.461901464,-0.085403557,-1.158549084,-0.357626486,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.386788323,6,5,8,8,9,5,2,1,3) # of groups=5,2
30055,1.4144122972,0.2388083639,0.0493227632,-1.029548413,-0.25339733,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1176512228,6,7,10,8,11,5,2,1,3) # of groups=5,4
30061,0.3988148266,-0.174023583,0.3421370521,-1.256467343,-0.301641541,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.187895575,7,7,9,8,9,5,2,1,3) # of groups=5,3
30062,0.3346457635,1.4451417891,-0.277775505,-0.646107295,-0.237597876,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1597873003,5,6,10,8,12,5,2,1,3) # of groups=5,4
30064,0.5824202517,0.067691657,0.1894094275,-0.790390741,-0.132597956,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.005103024,7,7,10,8,9,5,2,1,3) # of groups=5,3
30065,0.1376851441,-0.127765379,0.2261938752,-1.599819522,-0.085615172,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.310289115,7,7,8,8,8,5,2,1,3) # of groups=5,2
30069,0.20996748,0.4644268922,-0.675369923,-2.000621364,-1.969292018,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.676666363,7,6,11,8,11,5,2,1,3) # of groups=5,1
