PROVIDER_ID,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_PatientExperience,std_weight_Readmission,std_weight_Mortality,std_weight_safety,std_weight_Process,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Process,summary_score,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,report_indicator,cnt_grp,star
010036,0.4522683538,0.9595906473,-0.085585523,-1.423906691,-0.804465495,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.118015166,5,4,7,8,5,5,2,1,3) # of groups=5,3
010038,0.2694502367,1.4018217542,-0.589396964,-0.304604882,0.0223231112,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1736782051,4,4,8,8,5,5,2,1,3) # of groups=5,4
010039,-1.334651802,-0.544719652,0.1383379097,0.1562931882,-0.389388555,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.395369505,7,8,11,8,8,5,2,1,3) # of groups=5,2
010040,0.171051663,-0.423628687,0.0505074085,-0.891123829,-1.134888539,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.376689183,7,7,9,8,9,5,2,1,3) # of groups=5,2
010044,1.555393405,0.4221743981,0.0325002245,,0.9900554126,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,0.7192584815,3,1,5,0,2,2,1,0,,
010045,-0.181139061,0.368996385,-1.594050565,1.5542299785,0.0533897449,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0389748517,3,2,5,8,6,4,1,1,2) # of groups=4,3
010046,-0.119031143,-0.41460183,0.5280916658,-0.669110679,0.303513848,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.112001775,6,6,8,8,5,5,2,1,3) # of groups=5,3
010049,-1.937818379,0.4414072956,0.8566461932,-0.173751232,-0.012520046,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.180475952,4,4,7,8,7,5,2,1,3) # of groups=5,3
010051,,,-0.054981335,,,0.22,0.22,0.22,0.22,0.12,,,,1,,-0.054981335,0,1,0,0,0,0,0,0,,
010052,0.810551571,-0.025153897,0.1199817837,0.5695540496,0.4445475157,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3778310735,2,1,4,8,3,3,0,0,,
010055,-2.103830651,-0.362143204,0.3189452208,-0.081470644,-0.572557211,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.558976707,7,8,9,8,9,5,2,1,3) # of groups=5,2
010056,0.2165898484,0.2530091853,0.6564861018,0.8033482941,-0.4745942,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3675240505,7,8,9,8,5,5,2,1,3) # of groups=5,4
010058,-0.448668745,0.8529970468,0.9446286161,,0.5680374397,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,0.4678654036,1,2,3,0,2,1,0,0,,
010059,0.9934398982,0.1213240151,0.1199817837,,0.8925423926,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,0.4855758211,3,1,5,0,3,3,1,1,1) # of groups=3,4
010061,-0.500401377,1.0476112338,0.7401246966,-0.380914495,-0.466657605,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1434135003,4,3,7,8,7,5,2,1,3) # of groups=5,4
010062,-0.208864867,0.2929815939,1.0758509549,0.7103614489,-1.087273425,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2809995978,3,2,5,8,4,4,1,1,2) # of groups=4,4
010065,-0.619949245,0.5974645111,1.4479212253,0.5979056805,0.5292221965,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5086419413,5,3,9,8,9,5,2,1,3) # of groups=5,5
010069,0.5287170271,-0.541858338,-1.001746555,-0.387189596,-0.694320444,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.391775495,3,2,5,8,5,4,1,1,2) # of groups=4,2
010073,-0.037730363,1.1979953587,0.0260722446,1.5543171967,-0.068428556,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.5947325494,3,2,5,8,4,4,1,1,2) # of groups=4,4
010078,-1.500070115,-0.189575766,-0.756547501,-0.239554836,-0.263590284,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.622495442,7,8,11,8,9,5,2,1,3) # of groups=5,2
010079,-0.90415414,0.7264260379,0.2051863541,-0.003066091,-0.427067773,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.045881857,4,5,7,8,6,5,2,1,3) # of groups=5,3
010083,-0.65176617,0.4981436669,0.2252457657,0.6621004723,-0.396965689,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1137833389,6,6,8,8,8,5,2,1,3) # of groups=5,4
010085,-0.627965737,-1.143109134,-0.112481346,-0.161150284,-0.556518264,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.516617622,6,7,8,8,8,5,2,1,3) # of groups=5,2
010086,-0.165471825,0.7635722291,-0.779280982,1.0831043647,-0.370680271,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1539416005,3,2,6,8,3,4,1,1,2) # of groups=4,3
010087,-0.904676351,0.0038995896,0.8851478084,-0.171942716,-1.15695723,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.180100635,5,6,8,8,6,5,2,1,3) # of groups=5,3
010089,-1.773661754,-0.39213779,0.654087324,0.0408641312,0.3340394014,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.283501851,4,6,7,8,4,5,2,1,3) # of groups=5,3
010090,-0.648436707,-0.19176509,1.1894757571,-0.098342415,-0.591938685,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.015827702,7,8,9,8,4,5,2,1,3) # of groups=5,3
010091,0.869668177,1.0087628391,0.0325002245,,-0.449771363,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,0.469785012,2,1,5,0,2,1,0,0,,
010092,-0.885399278,-0.327503343,-0.562691418,-1.221014251,-0.523368151,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.722058002,7,8,11,8,7,5,2,1,3) # of groups=5,2
010095,,0.4476177106,0.0325002245,,1.5112576626,0.22,0.22,0.22,0.22,0.12,,0.3928571429,,0.3928571429,0.2142857143,0.5124586879,0,1,1,0,1,0,0,0,,
010097,,-1.561588982,0.0325002245,1.3165533646,0.7379747513,0.22,0.22,0.22,0.22,0.12,0.2820512821,0.2820512821,,0.2820512821,0.1538461538,0.0535886972,0,1,3,8,3,3,0,0,,
010099,-0.305076298,-0.664521468,0.1207538309,0.2834755758,-0.484473588,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.18251787,3,2,7,8,7,4,1,1,2) # of groups=4,3
010100,-0.645663976,-0.229924381,0.3482523,0.3749135397,0.1448769301,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.016147722,7,8,9,8,8,5,2,1,3) # of groups=5,3
010101,-0.895524831,0.80201421,0.9446286161,0.7273045164,0.1872896778,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3697277139,3,2,5,8,5,4,1,1,2) # of groups=4,4
010102,-2.150034038,,-0.054981335,,0.9528430132,0.22,0.22,0.22,0.22,0.12,,,0.3928571429,0.3928571429,0.2142857143,-0.662075394,1,1,0,0,2,0,0,0,,
010103,0.4519298326,0.0142261704,-0.376913917,-0.176990032,-0.498929071,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.079176037,7,7,9,8,5,5,2,1,3) # of groups=5,3
010104,-0.374549702,-0.686764035,0.3279957901,0.4375901806,-0.103273813,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.077452966,7,8,9,8,8,5,2,1,3) # of groups=5,3
010108,2.2718570368,0.4487102575,0.5250556132,1.1854093491,-0.064375588,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.9671020258,4,3,5,8,5,5,2,1,3) # of groups=5,5
010110,,-1.051243891,0.0325002245,,1.4834126615,0.22,0.22,0.22,0.22,0.12,,0.3928571429,,0.3928571429,0.2142857143,-0.082346585,0,1,1,0,1,0,0,0,,
010112,-0.776661006,-0.647792457,-0.114495183,-0.167973128,-0.408824197,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.424581694,3,2,7,8,3,4,1,1,2) # of groups=4,2
010113,-1.596979154,-0.602678963,-1.18744587,0.3624489584,-0.200490009,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.689482907,7,8,11,8,9,5,2,1,3) # of groups=5,2
010114,0.4636690436,-0.407794093,-0.698712743,-0.542748145,-0.205974558,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.285545853,5,7,7,8,7,5,2,1,3) # of groups=5,3
010118,-0.799676614,-0.121202537,1.6812053831,-1.658520789,0.2442967711,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.16828719,5,3,7,8,6,5,2,1,3) # of groups=5,3
010120,-0.839236168,-0.445447878,0.1199817837,1.6293289513,0.9263129072,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2133754204,4,1,5,8,4,4,1,1,2) # of groups=4,3
010125,1.0783506751,3.4344830863,0.9883693957,0.2834755758,0.8513308623,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.3747890247,3,2,4,8,4,4,1,1,2) # of groups=4,5
010126,-0.235241924,-0.960577775,0.8529969881,0.8726582929,0.4073148283,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1654416073,3,3,7,8,3,5,2,1,3) # of groups=5,4
010128,-1.448117904,-0.582114698,0.0325002245,,0.4809926217,0.22,0.22,0.22,0.22,0.12,,0.2820512821,0.2820512821,0.2820512821,0.1538461538,-0.489464114,3,1,4,0,1,2,1,0,,
010129,-1.523381825,0.1035867656,0.9446286161,1.1024909094,-0.433811311,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0859540253,3,2,8,8,6,4,1,1,2) # of groups=4,3
010130,-0.071390399,-0.496412381,-0.131135904,0.8054660052,-0.216821393,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.002582557,4,2,6,8,5,4,1,1,2) # of groups=4,3
010131,0.398781506,0.1526778152,-0.691737278,-0.387813687,-0.084024874,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.126263147,6,8,8,8,7,5,2,1,3) # of groups=5,3
010138,,,-0.054981335,,0.1871054828,0.22,0.22,0.22,0.22,0.12,,,,0.6470588235,0.3529411765,0.0304610715,0,1,0,0,2,0,0,0,,
010139,-0.379809489,-1.389868409,-0.15248103,-0.319080478,0.2096120137,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.467919228,7,8,9,8,8,5,2,1,3) # of groups=5,2
010144,-0.236627432,-1.038043958,-0.055341952,-0.240675925,-0.482035136,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.403395855,7,8,9,8,8,5,2,1,3) # of groups=5,2
010148,1.4247276529,-0.566625686,-0.341753243,-0.417529471,-2.357469828,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.261156144,4,2,5,8,4,4,1,1,2) # of groups=4,2
010149,-0.069471443,0.6905519479,-1.117303697,0.2170951819,-0.221320302,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.087966598,4,7,6,8,7,5,2,1,3) # of groups=5,3
010150,-1.422510067,-0.299122055,0.8134062773,-0.559240486,-0.445030085,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.376246203,3,2,6,8,4,4,1,1,2) # of groups=4,2
010157,-0.944070846,-0.300868388,1.0321101753,0.6644094299,-0.071829142,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0907281847,3,2,6,8,5,4,1,1,2) # of groups=4,3
010158,-1.24541359,-0.858942886,0.8052445264,0.6455978272,0.2213713399,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.117208546,3,3,7,8,6,5,2,1,3) # of groups=5,3
010164,0.3311059508,-1.111327433,1.0425968873,-0.111928085,0.3022728686,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0693711546,4,4,9,8,8,5,2,1,3) # of groups=5,4
010168,0.4683876659,0.4505315028,0.7621539668,1.9278947771,-2.560039848,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.486768159,2,3,7,8,3,4,1,1,2) # of groups=4,4
010169,0.4163304286,0.3133836055,1.0758509549,0.4788389138,-0.389992099,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4557698067,3,2,5,8,4,4,1,1,2) # of groups=4,4
010173,1.7167052658,-0.18942018,0.9446286161,1.9278947771,-1.413633692,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.7983218223,1,2,3,8,3,3,0,0,,
010174,,,,,-0.242977407,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.242977407,0,0,0,0,1,0,0,0,,
011300,,,,,0.1919029831,0.22,0.22,0.22,0.22,0.12,,,,,1,0.1919029831,0,0,0,0,1,0,0,0,,
011302,,2.0280073913,,,0.6133912697,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,1.5287311131,0,0,1,0,4,1,0,0,,
011304,,0.466393261,,,0.0716965832,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,0.3270885512,0,0,1,0,4,1,0,0,,
011305,-0.826544768,-0.238676529,-3.548977378,0.6732899666,-0.038400076,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.871607925,2,2,4,8,3,3,0,0,,
011306,1.1753617632,-0.300029486,,,0.6112297094,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,0.4748583324,1,0,3,0,2,1,0,0,,
020001,0.134613618,-0.883740042,-0.966067893,0.0778886355,-0.775180353,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.453228892,7,8,11,8,7,5,2,1,3) # of groups=5,2
020006,-0.660508308,0.6997869953,0.8983363563,-0.970803469,-0.462287597,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.062775965,6,6,10,8,7,5,2,1,3) # of groups=5,3
020008,-0.455708465,-0.472663508,0.0938569814,1.1830485739,0.1882481522,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0992671665,4,3,9,8,6,5,2,1,3) # of groups=5,4
020012,-1.058440771,1.0365890983,-1.057539804,0.8180669536,-0.489690128,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.11625421,5,5,10,8,9,5,2,1,3) # of groups=5,3
020017,-0.011694238,-0.32243918,0.2045928763,0.2642887348,-0.097572438,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.01793591,7,8,9,8,7,5,2,1,3) # of groups=5,4
020018,0.7886878328,-0.415245389,0.0325002245,-0.615993633,0.7212060093,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0403335088,1,1,3,8,2,2,0,0,,
020024,-0.247292715,-0.906772431,-1.925864903,0.2965089869,-0.565685437,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.680234886,5,4,9,8,8,5,2,1,3) # of groups=5,2
020026,-0.219844056,-0.298198464,-0.816864135,-0.992678698,0.5447235414,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.446701953,6,7,8,8,6,5,2,1,3) # of groups=5,2
021301,,,,,-0.027684048,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.027684048,0,0,0,0,3,1,0,0,,
021302,,,,,-0.298667409,0.22,0.22,0.22,0.22,0.12,,,,,1,-0.298667409,0,0,0,0,1,0,0,0,,
021304,,,,,0.6759076294,0.22,0.22,0.22,0.22,0.12,,,,,1,0.6759076294,0,0,0,0,1,0,0,0,,
021305,,,,,0.2137087474,0.22,0.22,0.22,0.22,0.12,,,,,1,0.2137087474,0,0,0,0,2,0,0,0,,
021306,-0.412164467,0.0300897051,,,,0.22,0.22,0.22,0.22,0.12,,0.5,0.5,,,-0.191037381,1,0,2,0,0,0,0,0,,
021307,,,,,1.4555676604,0.22,0.22,0.22,0.22,0.12,,,,,1,1.4555676604,0,0,0,0,1,0,0,0,,
021308,0.1349877091,-0.48741466,,,-1.061701701,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,-0.365960952,2,0,3,0,1,1,0,0,,
021309,-0.216664386,2.0578947431,,,0.9550165552,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,0.927986902,1,0,1,0,2,0,0,0,,
021310,,,,,0.8151326349,0.22,0.22,0.22,0.22,0.12,,,,,1,0.8151326349,0,0,0,0,1,0,0,0,,
021311,0.3669920674,0.322992576,0.5950986296,0.439685121,-0.023105031,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.3766764429,2,2,6,8,6,3,0,0,,
021312,,-1.840898297,,,-0.002690547,0.22,0.22,0.22,0.22,0.12,,0.6470588235,,,0.3529411765,-1.192119091,0,0,2,0,1,0,0,0,,
021313,0.1977159146,0.1221849207,-1.000633119,1.2635047067,0.4468515848,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1818321233,2,1,7,8,5,3,0,0,,
021314,-1.91802968,-0.100545244,,,-0.440683491,0.22,0.22,0.22,0.22,0.12,,0.3928571429,0.3928571429,,0.2142857143,-0.887443754,1,0,2,0,3,1,0,0,,
030002,0.0616772624,0.1032137434,-0.286029285,-0.232744709,-0.758380517,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.16885992,7,8,11,8,8,5,2,1,3) # of groups=5,3
030006,-0.102654562,0.7512089314,0.4302669464,-1.205863129,-0.230353078,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.055591568,7,8,11,8,6,5,2,1,3) # of groups=5,3
030007,-0.551909217,1.3368231068,0.4375514431,-0.009988054,0.0627890023,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2742796815,6,5,10,8,10,5,2,1,3) # of groups=5,4
030010,-0.321959393,-0.215283411,0.2475506513,-0.986400153,-0.531840478,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.344561164,7,7,9,8,5,5,2,1,3) # of groups=5,2
030011,-1.455356927,1.0717771916,0.7430939482,-0.926873246,-0.390398152,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.171666766,6,8,8,8,6,5,2,1,3) # of groups=5,3
030012,0.1685738443,-0.267921777,-0.026853929,-0.587034864,-1.020928876,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.279423545,7,8,9,8,11,5,2,1,3) # of groups=5,3
030013,-0.962307162,0.4710921983,0.0461778419,-1.505195143,-0.572976357,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.497808261,7,8,11,8,10,5,2,1,3) # of groups=5,2
030014,-0.016538208,0.3567148028,-0.106472895,-0.22356109,-1.35281275,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.160106156,7,7,11,8,5,5,2,1,3) # of groups=5,3
030016,-0.399238235,-0.796006722,0.5003900174,-0.531887325,-0.392219049,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.316949584,5,7,8,8,6,5,2,1,3) # of groups=5,3
030022,0.5953965657,-0.567355345,-0.723917224,-1.821742959,-0.707120709,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.638730657,2,7,4,8,4,4,1,1,2) # of groups=4,2
030023,-0.443727858,0.5708039696,-0.177078782,-0.020514652,0.0180569045,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.013346982,7,7,9,8,6,5,2,1,3) # of groups=5,3
030024,0.2033253821,0.4836989371,-0.047283045,-0.445420241,0.2264462459,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0699241768,7,8,11,8,8,5,2,1,3) # of groups=5,4
030030,0.0730620152,-0.850363703,0.3056221899,-1.659886537,-0.010001137,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.470144664,6,6,7,8,5,5,2,1,3) # of groups=5,2
030036,-0.465585296,-0.169399099,-0.650764171,-0.380370195,0.1604115307,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.347296744,7,8,11,8,8,5,2,1,3) # of groups=5,2
030037,0.1936436813,0.1494466315,0.1550990766,-2.1079509,0.3728082998,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.309410536,3,5,7,8,6,5,2,1,3) # of groups=5,3
030038,-0.780443587,-0.915123795,-0.317539384,-0.747515232,0.193619257,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.584102529,6,7,8,8,6,5,2,1,3) # of groups=5,2
030043,0.7360066205,0.7226606803,0.1620305046,-0.812719276,0.4678976592,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.2339029955,6,4,8,8,8,5,2,1,3) # of groups=5,4
030055,-0.078093425,-0.251497777,0.6693930507,-0.981886266,-0.612164919,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.214718362,7,7,11,8,8,5,2,1,3) # of groups=5,3
030061,0.2857432134,-1.115432031,0.5136487,-1.224497711,-0.030403373,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.342566727,7,7,11,8,7,5,2,1,3) # of groups=5,2
030062,0.7096119459,0.6209452138,0.8128851423,-0.159632133,-0.123094504,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.4216668968,6,6,10,8,5,5,2,1,3) # of groups=5,5
