Year,Avg ASC-1 Nat Rate*,Median ASC-1 Nat Rate*,Avg ASC-2 Nat Rate*,Median ASC-2 Nat Rate*,Avg ASC-3 Nat Rate*,Median ASC-3 Nat Rate*,Avg ASC-4 Nat Rate*,Median ASC-4 Nat Rate*,Avg ASC-9 Nat Rate*,Median ASC-9 Nat Rate*,Avg ASC-11 Nat Rate*,Median ASC-11 Nat Rate*,ASC-12 Nat Rate,ASC-12 Better,ASC-12 No Different,ASC-12 Worse,ASC-12 Too Small,Avg ASC-13 Nat Rate*,Median ASC-13 Nat Rate*,Avg ASC-14 Nat Rate*,Median ASC-14 Nat Rate*,ASC-17 Nat Rate,ASC-17 Better,ASC-17 No Different,ASC-17 Worse,ASC-17 Too Small,ASC-18 Nat Rate,ASC-18 Better,ASC-18 No Different,ASC-18 Worse,ASC-18 Too Small,ASC-19 Nat Rate,ASC-19 Better,ASC-19 No Different,ASC-19 Worse,ASC-19 Too Small
2024,0.002,0.000,0.019,0.000,0.004,0.000,0.096,0.074,76.95,91.70,86.52,100.00,9.9,12,1974,8,191,85.97,100.00,0.312,0.225,2.4,5,1837,18,1243,5.4,14,541,16,518,1.0,4,1412,3,2190
