"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.719,,07/01/2024,06/30/2025
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.635,,07/01/2024,06/30/2025
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.465,,07/01/2024,06/30/2025
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.600,,07/01/2024,06/30/2025
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.530,,07/01/2024,06/30/2025
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.802,,07/01/2024,06/30/2025
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.052,,07/01/2024,06/30/2025
MO,HAI_3_SIR,SSI - Colon Surgery,0.921,,07/01/2024,06/30/2025
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.741,,07/01/2024,06/30/2025
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.314,,07/01/2024,06/30/2025
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.997,,07/01/2024,06/30/2025
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.589,,07/01/2024,06/30/2025
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.791,,07/01/2024,06/30/2025
MO,HAI_5_SIR,MRSA Bacteremia,0.684,,07/01/2024,06/30/2025
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.309,,07/01/2024,06/30/2025
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.357,,07/01/2024,06/30/2025
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.332,,07/01/2024,06/30/2025
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,07/01/2024,06/30/2025
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,07/01/2024,06/30/2025
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,07/01/2024,06/30/2025
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,07/01/2024,06/30/2025
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,07/01/2024,06/30/2025
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,07/01/2024,06/30/2025
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,07/01/2024,06/30/2025
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.513,,07/01/2024,06/30/2025
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.742,,07/01/2024,06/30/2025
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.620,,07/01/2024,06/30/2025
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.509,,07/01/2024,06/30/2025
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.708,,07/01/2024,06/30/2025
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.603,,07/01/2024,06/30/2025
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.997,,07/01/2024,06/30/2025
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.432,,07/01/2024,06/30/2025
MS,HAI_3_SIR,SSI - Colon Surgery,1.200,,07/01/2024,06/30/2025
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.699,,07/01/2024,06/30/2025
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.472,,07/01/2024,06/30/2025
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.032,,07/01/2024,06/30/2025
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.695,,07/01/2024,06/30/2025
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.033,,07/01/2024,06/30/2025
MS,HAI_5_SIR,MRSA Bacteremia,0.851,,07/01/2024,06/30/2025
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.353,,07/01/2024,06/30/2025
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.440,,07/01/2024,06/30/2025
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.395,,07/01/2024,06/30/2025
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.680,,07/01/2024,06/30/2025
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.378,,07/01/2024,06/30/2025
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.983,,07/01/2024,06/30/2025
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.296,,07/01/2024,06/30/2025
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.607,,07/01/2024,06/30/2025
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.430,,07/01/2024,06/30/2025
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.768,,07/01/2024,06/30/2025
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.507,,07/01/2024,06/30/2025
MT,HAI_3_SIR,SSI - Colon Surgery,1.091,,07/01/2024,06/30/2025
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.752,,07/01/2024,06/30/2025
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.639,,07/01/2024,06/30/2025
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.481,,07/01/2024,06/30/2025
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.341,,07/01/2024,06/30/2025
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.888,,07/01/2024,06/30/2025
MT,HAI_5_SIR,MRSA Bacteremia,0.566,,07/01/2024,06/30/2025
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.342,,07/01/2024,06/30/2025
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.519,,07/01/2024,06/30/2025
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.424,,07/01/2024,06/30/2025
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.607,,07/01/2024,06/30/2025
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.735,,07/01/2024,06/30/2025
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.669,,07/01/2024,06/30/2025
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.401,,07/01/2024,06/30/2025
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.501,,07/01/2024,06/30/2025
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.449,,07/01/2024,06/30/2025
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.818,,07/01/2024,06/30/2025
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.024,,07/01/2024,06/30/2025
NC,HAI_3_SIR,SSI - Colon Surgery,0.916,,07/01/2024,06/30/2025
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.968,,07/01/2024,06/30/2025
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.528,,07/01/2024,06/30/2025
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.224,,07/01/2024,06/30/2025
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.568,,07/01/2024,06/30/2025
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.717,,07/01/2024,06/30/2025
NC,HAI_5_SIR,MRSA Bacteremia,0.639,,07/01/2024,06/30/2025
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.273,,07/01/2024,06/30/2025
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.310,,07/01/2024,06/30/2025
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.291,,07/01/2024,06/30/2025
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.192,,07/01/2024,06/30/2025
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.532,,07/01/2024,06/30/2025
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.330,,07/01/2024,06/30/2025
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.246,,07/01/2024,06/30/2025
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.642,,07/01/2024,06/30/2025
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.409,,07/01/2024,06/30/2025
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.672,,07/01/2024,06/30/2025
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.478,,07/01/2024,06/30/2025
ND,HAI_3_SIR,SSI - Colon Surgery,1.016,,07/01/2024,06/30/2025
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.390,,07/01/2024,06/30/2025
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,4.168,,07/01/2024,06/30/2025
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.531,,07/01/2024,06/30/2025
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.179,,07/01/2024,06/30/2025
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.675,,07/01/2024,06/30/2025
ND,HAI_5_SIR,MRSA Bacteremia,0.368,,07/01/2024,06/30/2025
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.250,,07/01/2024,06/30/2025
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.421,,07/01/2024,06/30/2025
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.327,,07/01/2024,06/30/2025
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.352,,07/01/2024,06/30/2025
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.673,,07/01/2024,06/30/2025
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.493,,07/01/2024,06/30/2025
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.297,,07/01/2024,06/30/2025
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.567,,07/01/2024,06/30/2025
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.415,,07/01/2024,06/30/2025
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.519,,07/01/2024,06/30/2025
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.939,,07/01/2024,06/30/2025
NE,HAI_3_SIR,SSI - Colon Surgery,0.706,,07/01/2024,06/30/2025
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.622,,07/01/2024,06/30/2025
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.621,,07/01/2024,06/30/2025
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.033,,07/01/2024,06/30/2025
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.439,,07/01/2024,06/30/2025
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.838,,07/01/2024,06/30/2025
NE,HAI_5_SIR,MRSA Bacteremia,0.615,,07/01/2024,06/30/2025
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.313,,07/01/2024,06/30/2025
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.419,,07/01/2024,06/30/2025
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.363,,07/01/2024,06/30/2025
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.361,,07/01/2024,06/30/2025
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.716,,07/01/2024,06/30/2025
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.516,,07/01/2024,06/30/2025
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.377,,07/01/2024,06/30/2025
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.677,,07/01/2024,06/30/2025
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.511,,07/01/2024,06/30/2025
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.579,,07/01/2024,06/30/2025
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.137,,07/01/2024,06/30/2025
NH,HAI_3_SIR,SSI - Colon Surgery,0.823,,07/01/2024,06/30/2025
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.875,,07/01/2024,06/30/2025
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.291,,07/01/2024,06/30/2025
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.794,,07/01/2024,06/30/2025
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.141,,07/01/2024,06/30/2025
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.466,,07/01/2024,06/30/2025
NH,HAI_5_SIR,MRSA Bacteremia,0.268,,07/01/2024,06/30/2025
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.442,,07/01/2024,06/30/2025
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.610,,07/01/2024,06/30/2025
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.521,,07/01/2024,06/30/2025
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.325,,07/01/2024,06/30/2025
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.448,,07/01/2024,06/30/2025
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.383,,07/01/2024,06/30/2025
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.386,,07/01/2024,06/30/2025
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.509,,07/01/2024,06/30/2025
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.444,,07/01/2024,06/30/2025
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.547,,07/01/2024,06/30/2025
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.752,,07/01/2024,06/30/2025
NJ,HAI_3_SIR,SSI - Colon Surgery,0.643,,07/01/2024,06/30/2025
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.850,,07/01/2024,06/30/2025
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.424,,07/01/2024,06/30/2025
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.109,,07/01/2024,06/30/2025
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.636,,07/01/2024,06/30/2025
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.829,,07/01/2024,06/30/2025
NJ,HAI_5_SIR,MRSA Bacteremia,0.728,,07/01/2024,06/30/2025
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.300,,07/01/2024,06/30/2025
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.346,,07/01/2024,06/30/2025
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.322,,07/01/2024,06/30/2025
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.656,,07/01/2024,06/30/2025
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.109,,07/01/2024,06/30/2025
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.860,,07/01/2024,06/30/2025
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.455,,07/01/2024,06/30/2025
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.776,,07/01/2024,06/30/2025
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.599,,07/01/2024,06/30/2025
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.648,,07/01/2024,06/30/2025
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.206,,07/01/2024,06/30/2025
NM,HAI_3_SIR,SSI - Colon Surgery,0.894,,07/01/2024,06/30/2025
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.639,,07/01/2024,06/30/2025
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.005,,07/01/2024,06/30/2025
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.180,,07/01/2024,06/30/2025
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.406,,07/01/2024,06/30/2025
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.865,,07/01/2024,06/30/2025
NM,HAI_5_SIR,MRSA Bacteremia,0.603,,07/01/2024,06/30/2025
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.588,,07/01/2024,06/30/2025
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.735,,07/01/2024,06/30/2025
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.658,,07/01/2024,06/30/2025
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.324,,07/01/2024,06/30/2025
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.508,,07/01/2024,06/30/2025
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.408,,07/01/2024,06/30/2025
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.203,,07/01/2024,06/30/2025
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.351,,07/01/2024,06/30/2025
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.270,,07/01/2024,06/30/2025
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.415,,07/01/2024,06/30/2025
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.751,,07/01/2024,06/30/2025
NV,HAI_3_SIR,SSI - Colon Surgery,0.565,,07/01/2024,06/30/2025
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.475,,07/01/2024,06/30/2025
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.491,,07/01/2024,06/30/2025
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.877,,07/01/2024,06/30/2025
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.351,,07/01/2024,06/30/2025
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.627,,07/01/2024,06/30/2025
NV,HAI_5_SIR,MRSA Bacteremia,0.474,,07/01/2024,06/30/2025
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.190,,07/01/2024,06/30/2025
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.254,,07/01/2024,06/30/2025
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.220,,07/01/2024,06/30/2025
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.535,,07/01/2024,06/30/2025
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.620,,07/01/2024,06/30/2025
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.576,,07/01/2024,06/30/2025
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.419,,07/01/2024,06/30/2025
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.486,,07/01/2024,06/30/2025
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.452,,07/01/2024,06/30/2025
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.718,,07/01/2024,06/30/2025
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.880,,07/01/2024,06/30/2025
NY,HAI_3_SIR,SSI - Colon Surgery,0.796,,07/01/2024,06/30/2025
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.721,,07/01/2024,06/30/2025
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.125,,07/01/2024,06/30/2025
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.907,,07/01/2024,06/30/2025
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.684,,07/01/2024,06/30/2025
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.807,,07/01/2024,06/30/2025
NY,HAI_5_SIR,MRSA Bacteremia,0.743,,07/01/2024,06/30/2025
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.327,,07/01/2024,06/30/2025
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.358,,07/01/2024,06/30/2025
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.342,,07/01/2024,06/30/2025
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.572,,07/01/2024,06/30/2025
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.693,,07/01/2024,06/30/2025
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.630,,07/01/2024,06/30/2025
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.388,,07/01/2024,06/30/2025
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.477,,07/01/2024,06/30/2025
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.431,,07/01/2024,06/30/2025
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.996,,07/01/2024,06/30/2025
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.203,,07/01/2024,06/30/2025
OH,HAI_3_SIR,SSI - Colon Surgery,1.096,,07/01/2024,06/30/2025
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.989,,07/01/2024,06/30/2025
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.489,,07/01/2024,06/30/2025
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.220,,07/01/2024,06/30/2025
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.744,,07/01/2024,06/30/2025
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.915,,07/01/2024,06/30/2025
OH,HAI_5_SIR,MRSA Bacteremia,0.826,,07/01/2024,06/30/2025
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.431,,07/01/2024,06/30/2025
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.477,,07/01/2024,06/30/2025
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.454,,07/01/2024,06/30/2025
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.394,,07/01/2024,06/30/2025
