"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
NE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88,"25, 26",07/01/2024,06/30/2025
NE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",07/01/2024,06/30/2025
NE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,"25, 26",07/01/2024,06/30/2025
NH,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91,,10/01/2024,03/31/2025
NH,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",134,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (High)",222,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Low)",140,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Moderate)",204,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Very High)",Not Available,5,07/01/2024,06/30/2025
NH,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",126,"25, 26",07/01/2024,06/30/2025
NH,Emergency Department,OP_18b_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (High)",217,"25, 26",07/01/2024,06/30/2025
NH,Emergency Department,OP_18b_LOW_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Low)",135,"25, 26",07/01/2024,06/30/2025
NH,Emergency Department,OP_18b_MEDIUM_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Moderate)",198,"25, 26",07/01/2024,06/30/2025
NH,Emergency Department,OP_18b_VERY_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Very High)",Not Available,"25, 26",07/01/2024,06/30/2025
NH,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,232,25,07/01/2024,06/30/2025
NH,Emergency Department,OP_18c_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (High),271,25,07/01/2024,06/30/2025
NH,Emergency Department,OP_18c_LOW_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Low),250,25,07/01/2024,06/30/2025
NH,Emergency Department,OP_18c_MEDIUM_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Moderate),321,25,07/01/2024,06/30/2025
NH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Very High),Not Available,25,07/01/2024,06/30/2025
NH,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,307,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18d_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (High),392,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18d_LOW_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Low),322,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Moderate),314,,07/01/2024,06/30/2025
NH,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Very High),Not Available,5,07/01/2024,06/30/2025
NH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2024,12/31/2024
NH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,57,25,07/01/2024,06/30/2025
NH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,"25, 26",01/01/2024,12/31/2024
NH,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
NH,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,20,,01/01/2024,12/31/2024
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,"25, 26",07/01/2024,06/30/2025
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64,"25, 26",07/01/2024,06/30/2025
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,78,"25, 26",07/01/2024,06/30/2025
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",07/01/2024,06/30/2025
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",07/01/2024,06/30/2025
NJ,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,94,,10/01/2024,03/31/2025
NJ,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",190,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (High)",195,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Low)",171,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Moderate)",181,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Very High)",197,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",186,"25, 26",07/01/2024,06/30/2025
NJ,Emergency Department,OP_18b_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (High)",191,"25, 26",07/01/2024,06/30/2025
NJ,Emergency Department,OP_18b_LOW_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Low)",168,"25, 26",07/01/2024,06/30/2025
NJ,Emergency Department,OP_18b_MEDIUM_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Moderate)",175,"25, 26",07/01/2024,06/30/2025
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Very High)",192,"25, 26",07/01/2024,06/30/2025
NJ,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,277,25,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18c_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (High),326,25,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18c_LOW_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Low),185,25,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Moderate),288,25,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Very High),275,25,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,340,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18d_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (High),309,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18d_LOW_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Low),296,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Moderate),316,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Very High),393,,07/01/2024,06/30/2025
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2024,12/31/2024
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,07/01/2024,06/30/2025
NJ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,91,"25, 26",01/01/2024,12/31/2024
NJ,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
NJ,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,,01/01/2024,12/31/2024
NJ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,72,"25, 26",07/01/2024,06/30/2025
NJ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,81,"25, 26",07/01/2024,06/30/2025
NJ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,91,"25, 26",07/01/2024,06/30/2025
NJ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,"25, 26",07/01/2024,06/30/2025
NJ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",07/01/2024,06/30/2025
NM,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,68,,10/01/2024,03/31/2025
NM,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",169,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (High)",178,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Low)",142,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Moderate)",197,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Very High)",249,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",162,"25, 26",07/01/2024,06/30/2025
NM,Emergency Department,OP_18b_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (High)",171,"25, 26",07/01/2024,06/30/2025
NM,Emergency Department,OP_18b_LOW_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Low)",135,"25, 26",07/01/2024,06/30/2025
NM,Emergency Department,OP_18b_MEDIUM_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Moderate)",191,"25, 26",07/01/2024,06/30/2025
NM,Emergency Department,OP_18b_VERY_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Very High)",240,"25, 26",07/01/2024,06/30/2025
NM,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,272,25,07/01/2024,06/30/2025
NM,Emergency Department,OP_18c_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (High),292,25,07/01/2024,06/30/2025
NM,Emergency Department,OP_18c_LOW_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Low),193,25,07/01/2024,06/30/2025
NM,Emergency Department,OP_18c_MEDIUM_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Moderate),309,25,07/01/2024,06/30/2025
NM,Emergency Department,OP_18c_VERY_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Very High),343,25,07/01/2024,06/30/2025
NM,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,412,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18d_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (High),350,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18d_LOW_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Low),401,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Moderate),457,,07/01/2024,06/30/2025
NM,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Very High),400,,07/01/2024,06/30/2025
NM,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2024,12/31/2024
NM,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,45,25,07/01/2024,06/30/2025
NM,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,87,"25, 26",01/01/2024,12/31/2024
NM,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
NM,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,13,,01/01/2024,12/31/2024
NM,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,56,"25, 26",07/01/2024,06/30/2025
NM,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69,"25, 26",07/01/2024,06/30/2025
NM,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,82,"25, 26",07/01/2024,06/30/2025
NM,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,76,"25, 26",07/01/2024,06/30/2025
NM,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,87,"25, 26",07/01/2024,06/30/2025
NV,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,71,,10/01/2024,03/31/2025
NV,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",153,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (High)",150,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Low)",134,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Moderate)",160,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Very High)",168,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",144,"25, 26",07/01/2024,06/30/2025
NV,Emergency Department,OP_18b_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (High)",147,"25, 26",07/01/2024,06/30/2025
NV,Emergency Department,OP_18b_LOW_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Low)",123,"25, 26",07/01/2024,06/30/2025
NV,Emergency Department,OP_18b_MEDIUM_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Moderate)",145,"25, 26",07/01/2024,06/30/2025
NV,Emergency Department,OP_18b_VERY_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Very High)",163,"25, 26",07/01/2024,06/30/2025
NV,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,252,25,07/01/2024,06/30/2025
NV,Emergency Department,OP_18c_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (High),239,25,07/01/2024,06/30/2025
NV,Emergency Department,OP_18c_LOW_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Low),228,25,07/01/2024,06/30/2025
NV,Emergency Department,OP_18c_MEDIUM_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Moderate),237,25,07/01/2024,06/30/2025
NV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Very High),276,25,07/01/2024,06/30/2025
NV,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,251,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18d_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (High),252,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18d_LOW_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Low),246,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Moderate),267,,07/01/2024,06/30/2025
NV,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Very High),265,,07/01/2024,06/30/2025
NV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2024,12/31/2024
NV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,52,25,07/01/2024,06/30/2025
NV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,74,"25, 26",01/01/2024,12/31/2024
NV,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2024,12/31/2024
NV,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,,01/01/2024,12/31/2024
NV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,70,"25, 26",07/01/2024,06/30/2025
NV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,73,"25, 26",07/01/2024,06/30/2025
NV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,91,"25, 26",07/01/2024,06/30/2025
NV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,83,"25, 26",07/01/2024,06/30/2025
NV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,"25, 26",07/01/2024,06/30/2025
NY,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,72,,10/01/2024,03/31/2025
NY,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",199,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (High)",285,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Low)",135,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Moderate)",176,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (Very High)",240,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",194,"25, 26",07/01/2024,06/30/2025
NY,Emergency Department,OP_18b_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (High)",283,"25, 26",07/01/2024,06/30/2025
NY,Emergency Department,OP_18b_LOW_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Low)",126,"25, 26",07/01/2024,06/30/2025
NY,Emergency Department,OP_18b_MEDIUM_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Moderate)",172,"25, 26",07/01/2024,06/30/2025
NY,Emergency Department,OP_18b_VERY_HIGH_MIN,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better (Very High)",234,"25, 26",07/01/2024,06/30/2025
NY,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,302,25,07/01/2024,06/30/2025
NY,Emergency Department,OP_18c_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (High),338,25,07/01/2024,06/30/2025
NY,Emergency Department,OP_18c_LOW_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Low),210,25,07/01/2024,06/30/2025
NY,Emergency Department,OP_18c_MEDIUM_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Moderate),257,25,07/01/2024,06/30/2025
NY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (Very High),361,25,07/01/2024,06/30/2025
NY,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,329,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18d_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (High),368,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18d_LOW_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Low),330,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Moderate),317,,07/01/2024,06/30/2025
NY,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better (Very High),402,,07/01/2024,06/30/2025
NY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2024,12/31/2024
NY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67,25,07/01/2024,06/30/2025
NY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92,"25, 26",01/01/2024,12/31/2024
NY,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2024,12/31/2024
NY,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,,01/01/2024,12/31/2024
NY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,"25, 26",07/01/2024,06/30/2025
NY,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,74,"25, 26",07/01/2024,06/30/2025
NY,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85,"25, 26",07/01/2024,06/30/2025
NY,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,"25, 26",07/01/2024,06/30/2025
NY,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,87,"25, 26",07/01/2024,06/30/2025
OH,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,82,,10/01/2024,03/31/2025
