"Avg ASC-9 Nat Rate","Median ASC-9 Nat Rate","Avg ASC-11 Nat Rate","Median ASC-11 Nat Rate","ASC-12 Nat Rate","ASC-12 Better","ASC-12 No Different","ASC-12 Worse","ASC-12 Too Small","Avg ASC-13 Nat Rate","Median ASC-13 Nat Rate","Avg ASC-14 Nat Rate","Median ASC-14 Nat Rate"
77.99,93.49,90.63,100.00,12,15,2049,10,175,95.38,100.00,0.37,0.28
