"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
050760,MSPB-1,0.905137,,01/01/2019,12/31/2019
050761,MSPB-1,1.024913,,01/01/2019,12/31/2019
050763,MSPB-1,1.413338,,01/01/2019,12/31/2019
050764,MSPB-1,0.912103,,01/01/2019,12/31/2019
050765,MSPB-1,0.703001,,01/01/2019,12/31/2019
050766,MSPB-1,0.910280,,01/01/2019,12/31/2019
050767,MSPB-1,1.018010,,01/01/2019,12/31/2019
050769,MSPB-1,0.952070,,01/01/2019,12/31/2019
050770,MSPB-1,0.982464,,01/01/2019,12/31/2019
050771,MSPB-1,1.220368,,01/01/2019,12/31/2019
050772,MSPB-1,0.933222,,01/01/2019,12/31/2019
050775,MSPB-1,0.954709,,01/01/2019,12/31/2019
050776,MSPB-1,1.172460,,01/01/2019,12/31/2019
050777,MSPB-1,0.885917,,01/01/2019,12/31/2019
050778,MSPB-1,N/A,1,01/01/2019,12/31/2019
050779,MSPB-1,0.979908,,01/01/2019,12/31/2019
050780,MSPB-1,1.273338,,01/01/2019,12/31/2019
050782,MSPB-1,1.107791,,01/01/2019,12/31/2019
050783,MSPB-1,0.979995,,01/01/2019,12/31/2019
050784,MSPB-1,0.971938,,01/01/2019,12/31/2019
050785,MSPB-1,0.836470,,01/01/2019,12/31/2019
060001,MSPB-1,0.990237,,01/01/2019,12/31/2019
060003,MSPB-1,1.040835,,01/01/2019,12/31/2019
060004,MSPB-1,0.943711,,01/01/2019,12/31/2019
060006,MSPB-1,0.901624,,01/01/2019,12/31/2019
060008,MSPB-1,0.954329,,01/01/2019,12/31/2019
060009,MSPB-1,0.998182,,01/01/2019,12/31/2019
060010,MSPB-1,0.939686,,01/01/2019,12/31/2019
060011,MSPB-1,0.905456,,01/01/2019,12/31/2019
060012,MSPB-1,1.013167,,01/01/2019,12/31/2019
060013,MSPB-1,0.937681,,01/01/2019,12/31/2019
060014,MSPB-1,1.079731,,01/01/2019,12/31/2019
060015,MSPB-1,1.008958,,01/01/2019,12/31/2019
060020,MSPB-1,1.020302,,01/01/2019,12/31/2019
060022,MSPB-1,1.010240,,01/01/2019,12/31/2019
060023,MSPB-1,1.022929,,01/01/2019,12/31/2019
060024,MSPB-1,0.976118,,01/01/2019,12/31/2019
060027,MSPB-1,0.980186,,01/01/2019,12/31/2019
060028,MSPB-1,0.955566,,01/01/2019,12/31/2019
060030,MSPB-1,1.013488,,01/01/2019,12/31/2019
060031,MSPB-1,0.986062,,01/01/2019,12/31/2019
060032,MSPB-1,0.977815,,01/01/2019,12/31/2019
060034,MSPB-1,1.031889,,01/01/2019,12/31/2019
060044,MSPB-1,0.973096,,01/01/2019,12/31/2019
060049,MSPB-1,0.877932,,01/01/2019,12/31/2019
060054,MSPB-1,0.960342,,01/01/2019,12/31/2019
060064,MSPB-1,0.969412,,01/01/2019,12/31/2019
060065,MSPB-1,0.954103,,01/01/2019,12/31/2019
060071,MSPB-1,0.920158,,01/01/2019,12/31/2019
060075,MSPB-1,1.011737,,01/01/2019,12/31/2019
060076,MSPB-1,0.981920,,01/01/2019,12/31/2019
060096,MSPB-1,0.920099,,01/01/2019,12/31/2019
060100,MSPB-1,0.998829,,01/01/2019,12/31/2019
060103,MSPB-1,0.985521,,01/01/2019,12/31/2019
060104,MSPB-1,0.940957,,01/01/2019,12/31/2019
060107,MSPB-1,N/A,1,01/01/2019,12/31/2019
060112,MSPB-1,0.981466,,01/01/2019,12/31/2019
060113,MSPB-1,0.970065,,01/01/2019,12/31/2019
060114,MSPB-1,0.978177,,01/01/2019,12/31/2019
060116,MSPB-1,0.945056,,01/01/2019,12/31/2019
060117,MSPB-1,0.948223,,01/01/2019,12/31/2019
060118,MSPB-1,0.858508,,01/01/2019,12/31/2019
060119,MSPB-1,1.009438,,01/01/2019,12/31/2019
060124,MSPB-1,0.893482,,01/01/2019,12/31/2019
060125,MSPB-1,0.926938,,01/01/2019,12/31/2019
060126,MSPB-1,0.939077,,01/01/2019,12/31/2019
060128,MSPB-1,1.045088,,01/01/2019,12/31/2019
060129,MSPB-1,1.356928,,01/01/2019,12/31/2019
060130,MSPB-1,1.419299,,01/01/2019,12/31/2019
060131,MSPB-1,0.915695,,01/01/2019,12/31/2019
060132,MSPB-1,0.998048,,01/01/2019,12/31/2019
070002,MSPB-1,1.001713,,01/01/2019,12/31/2019
070003,MSPB-1,1.034764,,01/01/2019,12/31/2019
070004,MSPB-1,0.908421,,01/01/2019,12/31/2019
070005,MSPB-1,0.930236,,01/01/2019,12/31/2019
070006,MSPB-1,1.038486,,01/01/2019,12/31/2019
070007,MSPB-1,0.983433,,01/01/2019,12/31/2019
070008,MSPB-1,0.930775,,01/01/2019,12/31/2019
070010,MSPB-1,0.996619,,01/01/2019,12/31/2019
070011,MSPB-1,1.010880,,01/01/2019,12/31/2019
070012,MSPB-1,0.924236,,01/01/2019,12/31/2019
070016,MSPB-1,1.050565,,01/01/2019,12/31/2019
070017,MSPB-1,0.997669,,01/01/2019,12/31/2019
070018,MSPB-1,0.971823,,01/01/2019,12/31/2019
070020,MSPB-1,0.962207,,01/01/2019,12/31/2019
070021,MSPB-1,0.930017,,01/01/2019,12/31/2019
070022,MSPB-1,1.007597,,01/01/2019,12/31/2019
070024,MSPB-1,1.010038,,01/01/2019,12/31/2019
070025,MSPB-1,1.004774,,01/01/2019,12/31/2019
070027,MSPB-1,0.943313,,01/01/2019,12/31/2019
070028,MSPB-1,1.046655,,01/01/2019,12/31/2019
070029,MSPB-1,0.980605,,01/01/2019,12/31/2019
070031,MSPB-1,0.989334,,01/01/2019,12/31/2019
070033,MSPB-1,1.013534,,01/01/2019,12/31/2019
070034,MSPB-1,0.989270,,01/01/2019,12/31/2019
070035,MSPB-1,1.020403,,01/01/2019,12/31/2019
070036,MSPB-1,1.025192,,01/01/2019,12/31/2019
070038,MSPB-1,N/A,1,01/01/2019,12/31/2019
070039,MSPB-1,1.002467,,01/01/2019,12/31/2019
070040,MSPB-1,N/A,1,01/01/2019,12/31/2019
080001,MSPB-1,1.031100,,01/01/2019,12/31/2019
080003,MSPB-1,0.987206,,01/01/2019,12/31/2019
080004,MSPB-1,1.023026,,01/01/2019,12/31/2019
080006,MSPB-1,1.015961,,01/01/2019,12/31/2019
080007,MSPB-1,1.006450,,01/01/2019,12/31/2019
080009,MSPB-1,1.018970,,01/01/2019,12/31/2019
090001,MSPB-1,1.011579,,01/01/2019,12/31/2019
090003,MSPB-1,1.010144,,01/01/2019,12/31/2019
090004,MSPB-1,1.018282,,01/01/2019,12/31/2019
090005,MSPB-1,0.934183,,01/01/2019,12/31/2019
090008,MSPB-1,1.029675,,01/01/2019,12/31/2019
090011,MSPB-1,1.006475,,01/01/2019,12/31/2019
100001,MSPB-1,0.965728,,01/01/2019,12/31/2019
100002,MSPB-1,1.098627,,01/01/2019,12/31/2019
100006,MSPB-1,0.989433,,01/01/2019,12/31/2019
100007,MSPB-1,1.002120,,01/01/2019,12/31/2019
100008,MSPB-1,1.017657,,01/01/2019,12/31/2019
100012,MSPB-1,1.002742,,01/01/2019,12/31/2019
100014,MSPB-1,0.994906,,01/01/2019,12/31/2019
100017,MSPB-1,1.021519,,01/01/2019,12/31/2019
100018,MSPB-1,1.030416,,01/01/2019,12/31/2019
100019,MSPB-1,1.061920,,01/01/2019,12/31/2019
100022,MSPB-1,1.050086,,01/01/2019,12/31/2019
100023,MSPB-1,0.952815,,01/01/2019,12/31/2019
100025,MSPB-1,1.010429,,01/01/2019,12/31/2019
100026,MSPB-1,1.073805,,01/01/2019,12/31/2019
100028,MSPB-1,1.018369,,01/01/2019,12/31/2019
100029,MSPB-1,1.095521,,01/01/2019,12/31/2019
100030,MSPB-1,0.962746,,01/01/2019,12/31/2019
100032,MSPB-1,1.110601,,01/01/2019,12/31/2019
100034,MSPB-1,1.036063,,01/01/2019,12/31/2019
100035,MSPB-1,1.044822,,01/01/2019,12/31/2019
100038,MSPB-1,1.039070,,01/01/2019,12/31/2019
100039,MSPB-1,1.088109,,01/01/2019,12/31/2019
100040,MSPB-1,0.998352,,01/01/2019,12/31/2019
100043,MSPB-1,1.015374,,01/01/2019,12/31/2019
100044,MSPB-1,1.058320,,01/01/2019,12/31/2019
100045,MSPB-1,1.009492,,01/01/2019,12/31/2019
100046,MSPB-1,0.967335,,01/01/2019,12/31/2019
100047,MSPB-1,0.960690,,01/01/2019,12/31/2019
100048,MSPB-1,0.922855,,01/01/2019,12/31/2019
100049,MSPB-1,0.997569,,01/01/2019,12/31/2019
100050,MSPB-1,1.225638,,01/01/2019,12/31/2019
100051,MSPB-1,0.951541,,01/01/2019,12/31/2019
100052,MSPB-1,1.034395,,01/01/2019,12/31/2019
100053,MSPB-1,1.155320,,01/01/2019,12/31/2019
100054,MSPB-1,0.918600,,01/01/2019,12/31/2019
100055,MSPB-1,1.005377,,01/01/2019,12/31/2019
100057,MSPB-1,0.941883,,01/01/2019,12/31/2019
100062,MSPB-1,1.063739,,01/01/2019,12/31/2019
100063,MSPB-1,1.060932,,01/01/2019,12/31/2019
100067,MSPB-1,1.054076,,01/01/2019,12/31/2019
100068,MSPB-1,1.010664,,01/01/2019,12/31/2019
100069,MSPB-1,0.994384,,01/01/2019,12/31/2019
100070,MSPB-1,1.064545,,01/01/2019,12/31/2019
100071,MSPB-1,1.039230,,01/01/2019,12/31/2019
100072,MSPB-1,0.996338,,01/01/2019,12/31/2019
100073,MSPB-1,1.018637,,01/01/2019,12/31/2019
100075,MSPB-1,1.024685,,01/01/2019,12/31/2019
100077,MSPB-1,1.017253,,01/01/2019,12/31/2019
100080,MSPB-1,1.010792,,01/01/2019,12/31/2019
100081,MSPB-1,1.005397,,01/01/2019,12/31/2019
100084,MSPB-1,0.997970,,01/01/2019,12/31/2019
100086,MSPB-1,1.112761,,01/01/2019,12/31/2019
100087,MSPB-1,1.048969,,01/01/2019,12/31/2019
100088,MSPB-1,1.017530,,01/01/2019,12/31/2019
100090,MSPB-1,0.993000,,01/01/2019,12/31/2019
100092,MSPB-1,1.041309,,01/01/2019,12/31/2019
100093,MSPB-1,0.944624,,01/01/2019,12/31/2019
100099,MSPB-1,0.987417,,01/01/2019,12/31/2019
100102,MSPB-1,0.961187,,01/01/2019,12/31/2019
100105,MSPB-1,1.051400,,01/01/2019,12/31/2019
100106,MSPB-1,0.985382,,01/01/2019,12/31/2019
100107,MSPB-1,0.962853,,01/01/2019,12/31/2019
100109,MSPB-1,0.995524,,01/01/2019,12/31/2019
100110,MSPB-1,1.050207,,01/01/2019,12/31/2019
100113,MSPB-1,1.014764,,01/01/2019,12/31/2019
100117,MSPB-1,0.964463,,01/01/2019,12/31/2019
100118,MSPB-1,0.948128,,01/01/2019,12/31/2019
100121,MSPB-1,0.971735,,01/01/2019,12/31/2019
100122,MSPB-1,1.023095,,01/01/2019,12/31/2019
100124,MSPB-1,0.986703,,01/01/2019,12/31/2019
100125,MSPB-1,1.030183,,01/01/2019,12/31/2019
100126,MSPB-1,1.080316,,01/01/2019,12/31/2019
100127,MSPB-1,1.012766,,01/01/2019,12/31/2019
100128,MSPB-1,0.981532,,01/01/2019,12/31/2019
100130,MSPB-1,1.042663,,01/01/2019,12/31/2019
100131,MSPB-1,1.035014,,01/01/2019,12/31/2019
100132,MSPB-1,1.036525,,01/01/2019,12/31/2019
100134,MSPB-1,1.095391,,01/01/2019,12/31/2019
100135,MSPB-1,1.043431,,01/01/2019,12/31/2019
100137,MSPB-1,0.992286,,01/01/2019,12/31/2019
100140,MSPB-1,0.918365,,01/01/2019,12/31/2019
100142,MSPB-1,1.107663,,01/01/2019,12/31/2019
100150,MSPB-1,0.993488,,01/01/2019,12/31/2019
100151,MSPB-1,0.957632,,01/01/2019,12/31/2019
100154,MSPB-1,1.011646,,01/01/2019,12/31/2019
100156,MSPB-1,0.972073,,01/01/2019,12/31/2019
100157,MSPB-1,1.003515,,01/01/2019,12/31/2019
100161,MSPB-1,0.968472,,01/01/2019,12/31/2019
100166,MSPB-1,1.044639,,01/01/2019,12/31/2019
100167,MSPB-1,1.028767,,01/01/2019,12/31/2019
100168,MSPB-1,1.030168,,01/01/2019,12/31/2019
100173,MSPB-1,1.060368,,01/01/2019,12/31/2019
100175,MSPB-1,0.985611,,01/01/2019,12/31/2019
100176,MSPB-1,1.018634,,01/01/2019,12/31/2019
100177,MSPB-1,1.006541,,01/01/2019,12/31/2019
100179,MSPB-1,1.018132,,01/01/2019,12/31/2019
100180,MSPB-1,0.999235,,01/01/2019,12/31/2019
100181,MSPB-1,1.077981,,01/01/2019,12/31/2019
100183,MSPB-1,1.149639,,01/01/2019,12/31/2019
100187,MSPB-1,1.121957,,01/01/2019,12/31/2019
100189,MSPB-1,1.038293,,01/01/2019,12/31/2019
100191,MSPB-1,1.016602,,01/01/2019,12/31/2019
100200,MSPB-1,1.045532,,01/01/2019,12/31/2019
100204,MSPB-1,1.006638,,01/01/2019,12/31/2019
100206,MSPB-1,0.987076,,01/01/2019,12/31/2019
100209,MSPB-1,1.048872,,01/01/2019,12/31/2019
100211,MSPB-1,1.063295,,01/01/2019,12/31/2019
100212,MSPB-1,1.008929,,01/01/2019,12/31/2019
100213,MSPB-1,1.024381,,01/01/2019,12/31/2019
100217,MSPB-1,0.986377,,01/01/2019,12/31/2019
100220,MSPB-1,1.011706,,01/01/2019,12/31/2019
100223,MSPB-1,1.001487,,01/01/2019,12/31/2019
100224,MSPB-1,1.082385,,01/01/2019,12/31/2019
100226,MSPB-1,0.984088,,01/01/2019,12/31/2019
100228,MSPB-1,1.063997,,01/01/2019,12/31/2019
100230,MSPB-1,0.990271,,01/01/2019,12/31/2019
100231,MSPB-1,0.981711,,01/01/2019,12/31/2019
100232,MSPB-1,0.962309,,01/01/2019,12/31/2019
100236,MSPB-1,1.014779,,01/01/2019,12/31/2019
100238,MSPB-1,1.031664,,01/01/2019,12/31/2019
100242,MSPB-1,1.045541,,01/01/2019,12/31/2019
100243,MSPB-1,0.976910,,01/01/2019,12/31/2019
100244,MSPB-1,1.027722,,01/01/2019,12/31/2019
100246,MSPB-1,1.088677,,01/01/2019,12/31/2019
100248,MSPB-1,1.068246,,01/01/2019,12/31/2019
100249,MSPB-1,0.995204,,01/01/2019,12/31/2019
100252,MSPB-1,0.904610,,01/01/2019,12/31/2019
100253,MSPB-1,1.007206,,01/01/2019,12/31/2019
100254,MSPB-1,1.003454,,01/01/2019,12/31/2019
100256,MSPB-1,1.005399,,01/01/2019,12/31/2019
100258,MSPB-1,1.065960,,01/01/2019,12/31/2019
100259,MSPB-1,0.977127,,01/01/2019,12/31/2019
100260,MSPB-1,0.996228,,01/01/2019,12/31/2019
100264,MSPB-1,1.006245,,01/01/2019,12/31/2019
100265,MSPB-1,1.038607,,01/01/2019,12/31/2019
100266,MSPB-1,0.907916,,01/01/2019,12/31/2019
100267,MSPB-1,0.993127,,01/01/2019,12/31/2019
100268,MSPB-1,1.062178,,01/01/2019,12/31/2019
100269,MSPB-1,1.001745,,01/01/2019,12/31/2019
100275,MSPB-1,1.021701,,01/01/2019,12/31/2019
100276,MSPB-1,1.052138,,01/01/2019,12/31/2019
100277,MSPB-1,N/A,1,01/01/2019,12/31/2019
100281,MSPB-1,1.016229,,01/01/2019,12/31/2019
100284,MSPB-1,1.352626,,01/01/2019,12/31/2019
100285,MSPB-1,1.020883,,01/01/2019,12/31/2019
100286,MSPB-1,0.963665,,01/01/2019,12/31/2019
100287,MSPB-1,1.043919,,01/01/2019,12/31/2019
100288,MSPB-1,1.086625,,01/01/2019,12/31/2019
100289,MSPB-1,0.945453,,01/01/2019,12/31/2019
100290,MSPB-1,1.044472,,01/01/2019,12/31/2019
100291,MSPB-1,1.042365,,01/01/2019,12/31/2019
100292,MSPB-1,0.957740,,01/01/2019,12/31/2019
100296,MSPB-1,1.060832,,01/01/2019,12/31/2019
100299,MSPB-1,1.027025,,01/01/2019,12/31/2019
100302,MSPB-1,1.029157,,01/01/2019,12/31/2019
100307,MSPB-1,0.976210,,01/01/2019,12/31/2019
100313,MSPB-1,1.019663,,01/01/2019,12/31/2019
100314,MSPB-1,0.980399,,01/01/2019,12/31/2019
100315,MSPB-1,0.991011,,01/01/2019,12/31/2019
100316,MSPB-1,0.995432,,01/01/2019,12/31/2019
100319,MSPB-1,0.965823,,01/01/2019,12/31/2019
100320,MSPB-1,0.931975,,01/01/2019,12/31/2019
100321,MSPB-1,0.946076,,01/01/2019,12/31/2019
100329,MSPB-1,1.003879,,01/01/2019,12/31/2019
110001,MSPB-1,0.938503,,01/01/2019,12/31/2019
110002,MSPB-1,1.052042,,01/01/2019,12/31/2019
110003,MSPB-1,0.974355,,01/01/2019,12/31/2019
110005,MSPB-1,0.959711,,01/01/2019,12/31/2019
110006,MSPB-1,0.955661,,01/01/2019,12/31/2019
110007,MSPB-1,0.954382,,01/01/2019,12/31/2019
110008,MSPB-1,0.977680,,01/01/2019,12/31/2019
110010,MSPB-1,0.963275,,01/01/2019,12/31/2019
110011,MSPB-1,1.019927,,01/01/2019,12/31/2019
110015,MSPB-1,0.961417,,01/01/2019,12/31/2019
110016,MSPB-1,1.014051,,01/01/2019,12/31/2019
110018,MSPB-1,1.039887,,01/01/2019,12/31/2019
110023,MSPB-1,0.911216,,01/01/2019,12/31/2019
110024,MSPB-1,1.051846,,01/01/2019,12/31/2019
110025,MSPB-1,0.910341,,01/01/2019,12/31/2019
110027,MSPB-1,0.972221,,01/01/2019,12/31/2019
110028,MSPB-1,1.003139,,01/01/2019,12/31/2019
110029,MSPB-1,0.948340,,01/01/2019,12/31/2019
110030,MSPB-1,0.935172,,01/01/2019,12/31/2019
110031,MSPB-1,1.076587,,01/01/2019,12/31/2019
110032,MSPB-1,0.921806,,01/01/2019,12/31/2019
110034,MSPB-1,1.057800,,01/01/2019,12/31/2019
110035,MSPB-1,0.966194,,01/01/2019,12/31/2019
110036,MSPB-1,1.035222,,01/01/2019,12/31/2019
110038,MSPB-1,0.970940,,01/01/2019,12/31/2019
110040,MSPB-1,1.066418,,01/01/2019,12/31/2019
110041,MSPB-1,0.909973,,01/01/2019,12/31/2019
110042,MSPB-1,0.915345,,01/01/2019,12/31/2019
110043,MSPB-1,1.035338,,01/01/2019,12/31/2019
110044,MSPB-1,0.971260,,01/01/2019,12/31/2019
110045,MSPB-1,0.864990,,01/01/2019,12/31/2019
110046,MSPB-1,0.961059,,01/01/2019,12/31/2019
110050,MSPB-1,0.871365,,01/01/2019,12/31/2019
110051,MSPB-1,0.975005,,01/01/2019,12/31/2019
110054,MSPB-1,1.019578,,01/01/2019,12/31/2019
110064,MSPB-1,1.080796,,01/01/2019,12/31/2019
110069,MSPB-1,1.011239,,01/01/2019,12/31/2019
110071,MSPB-1,0.892528,,01/01/2019,12/31/2019
110073,MSPB-1,0.973425,,01/01/2019,12/31/2019
110074,MSPB-1,0.965648,,01/01/2019,12/31/2019
110075,MSPB-1,1.064575,,01/01/2019,12/31/2019
110076,MSPB-1,1.004688,,01/01/2019,12/31/2019
110078,MSPB-1,0.976900,,01/01/2019,12/31/2019
110079,MSPB-1,0.936089,,01/01/2019,12/31/2019
110082,MSPB-1,0.948296,,01/01/2019,12/31/2019
110083,MSPB-1,0.956878,,01/01/2019,12/31/2019
110086,MSPB-1,0.822008,,01/01/2019,12/31/2019
110087,MSPB-1,0.985141,,01/01/2019,12/31/2019
110089,MSPB-1,1.008339,,01/01/2019,12/31/2019
110091,MSPB-1,0.973934,,01/01/2019,12/31/2019
110092,MSPB-1,1.097188,,01/01/2019,12/31/2019
110095,MSPB-1,0.970115,,01/01/2019,12/31/2019
110100,MSPB-1,0.841919,,01/01/2019,12/31/2019
110101,MSPB-1,0.782383,,01/01/2019,12/31/2019
110104,MSPB-1,0.897149,,01/01/2019,12/31/2019
110105,MSPB-1,0.969775,,01/01/2019,12/31/2019
110107,MSPB-1,1.025670,,01/01/2019,12/31/2019
110109,MSPB-1,0.912125,,01/01/2019,12/31/2019
110111,MSPB-1,0.926490,,01/01/2019,12/31/2019
110113,MSPB-1,1.033400,,01/01/2019,12/31/2019
110115,MSPB-1,1.021871,,01/01/2019,12/31/2019
110121,MSPB-1,0.841848,,01/01/2019,12/31/2019
110122,MSPB-1,0.984884,,01/01/2019,12/31/2019
110124,MSPB-1,0.973682,,01/01/2019,12/31/2019
110125,MSPB-1,0.940841,,01/01/2019,12/31/2019
110128,MSPB-1,0.931701,,01/01/2019,12/31/2019
110129,MSPB-1,1.028321,,01/01/2019,12/31/2019
110130,MSPB-1,0.978111,,01/01/2019,12/31/2019
110132,MSPB-1,0.889488,,01/01/2019,12/31/2019
110135,MSPB-1,1.149061,,01/01/2019,12/31/2019
110142,MSPB-1,0.942074,,01/01/2019,12/31/2019
110143,MSPB-1,0.980818,,01/01/2019,12/31/2019
110146,MSPB-1,0.940598,,01/01/2019,12/31/2019
110150,MSPB-1,0.956256,,01/01/2019,12/31/2019
110153,MSPB-1,0.942811,,01/01/2019,12/31/2019
110161,MSPB-1,0.967698,,01/01/2019,12/31/2019
110164,MSPB-1,0.999707,,01/01/2019,12/31/2019
110165,MSPB-1,0.930125,,01/01/2019,12/31/2019
110168,MSPB-1,0.927707,,01/01/2019,12/31/2019
110177,MSPB-1,0.985608,,01/01/2019,12/31/2019
110184,MSPB-1,0.938682,,01/01/2019,12/31/2019
110189,MSPB-1,0.985968,,01/01/2019,12/31/2019
110190,MSPB-1,N/A,1,01/01/2019,12/31/2019
110191,MSPB-1,0.977758,,01/01/2019,12/31/2019
110192,MSPB-1,1.007445,,01/01/2019,12/31/2019
110194,MSPB-1,0.829676,,01/01/2019,12/31/2019
110198,MSPB-1,1.039102,,01/01/2019,12/31/2019
110200,MSPB-1,1.005557,,01/01/2019,12/31/2019
110201,MSPB-1,0.967215,,01/01/2019,12/31/2019
110209,MSPB-1,1.265148,,01/01/2019,12/31/2019
110215,MSPB-1,0.952812,,01/01/2019,12/31/2019
110225,MSPB-1,0.905740,,01/01/2019,12/31/2019
110226,MSPB-1,0.966771,,01/01/2019,12/31/2019
110229,MSPB-1,0.973922,,01/01/2019,12/31/2019
110230,MSPB-1,0.924761,,01/01/2019,12/31/2019
110233,MSPB-1,1.187719,,01/01/2019,12/31/2019
110234,MSPB-1,0.986449,,01/01/2019,12/31/2019
110236,MSPB-1,1.048589,,01/01/2019,12/31/2019
120001,MSPB-1,0.963533,,01/01/2019,12/31/2019
120002,MSPB-1,0.869075,,01/01/2019,12/31/2019
120004,MSPB-1,0.868949,,01/01/2019,12/31/2019
120005,MSPB-1,0.893975,,01/01/2019,12/31/2019
120006,MSPB-1,0.922596,,01/01/2019,12/31/2019
120007,MSPB-1,0.992180,,01/01/2019,12/31/2019
120011,MSPB-1,0.849449,,01/01/2019,12/31/2019
120014,MSPB-1,0.902596,,01/01/2019,12/31/2019
120019,MSPB-1,0.916758,,01/01/2019,12/31/2019
120022,MSPB-1,0.974100,,01/01/2019,12/31/2019
120026,MSPB-1,0.918794,,01/01/2019,12/31/2019
120028,MSPB-1,0.908130,,01/01/2019,12/31/2019
130002,MSPB-1,0.922539,,01/01/2019,12/31/2019
130003,MSPB-1,0.995981,,01/01/2019,12/31/2019
130006,MSPB-1,0.932097,,01/01/2019,12/31/2019
130007,MSPB-1,0.973871,,01/01/2019,12/31/2019
130013,MSPB-1,0.922834,,01/01/2019,12/31/2019
130014,MSPB-1,0.928701,,01/01/2019,12/31/2019
130018,MSPB-1,1.000298,,01/01/2019,12/31/2019
130025,MSPB-1,0.989846,,01/01/2019,12/31/2019
130028,MSPB-1,0.997739,,01/01/2019,12/31/2019
130049,MSPB-1,1.019212,,01/01/2019,12/31/2019
130063,MSPB-1,0.919729,,01/01/2019,12/31/2019
130065,MSPB-1,0.990163,,01/01/2019,12/31/2019
130066,MSPB-1,1.022761,,01/01/2019,12/31/2019
130071,MSPB-1,0.916854,,01/01/2019,12/31/2019
130073,MSPB-1,N/A,1,01/01/2019,12/31/2019
140001,MSPB-1,0.899924,,01/01/2019,12/31/2019
140002,MSPB-1,0.938200,,01/01/2019,12/31/2019
140007,MSPB-1,1.104646,,01/01/2019,12/31/2019
140008,MSPB-1,1.006496,,01/01/2019,12/31/2019
140010,MSPB-1,0.999505,,01/01/2019,12/31/2019
140011,MSPB-1,0.968977,,01/01/2019,12/31/2019
140012,MSPB-1,0.889279,,01/01/2019,12/31/2019
140013,MSPB-1,0.909421,,01/01/2019,12/31/2019
140015,MSPB-1,0.958359,,01/01/2019,12/31/2019
140018,MSPB-1,0.995184,,01/01/2019,12/31/2019
140019,MSPB-1,0.974500,,01/01/2019,12/31/2019
140029,MSPB-1,1.058029,,01/01/2019,12/31/2019
140030,MSPB-1,1.025635,,01/01/2019,12/31/2019
140032,MSPB-1,0.970581,,01/01/2019,12/31/2019
140034,MSPB-1,0.948827,,01/01/2019,12/31/2019
140040,MSPB-1,0.989942,,01/01/2019,12/31/2019
140043,MSPB-1,0.980824,,01/01/2019,12/31/2019
140046,MSPB-1,1.019371,,01/01/2019,12/31/2019
140048,MSPB-1,0.956322,,01/01/2019,12/31/2019
140049,MSPB-1,1.024470,,01/01/2019,12/31/2019
140052,MSPB-1,0.943082,,01/01/2019,12/31/2019
140053,MSPB-1,1.028475,,01/01/2019,12/31/2019
140054,MSPB-1,1.000718,,01/01/2019,12/31/2019
140058,MSPB-1,0.966395,,01/01/2019,12/31/2019
140059,MSPB-1,1.142717,,01/01/2019,12/31/2019
140062,MSPB-1,1.010293,,01/01/2019,12/31/2019
140063,MSPB-1,0.907215,,01/01/2019,12/31/2019
140064,MSPB-1,1.012043,,01/01/2019,12/31/2019
140065,MSPB-1,1.049720,,01/01/2019,12/31/2019
140067,MSPB-1,0.973351,,01/01/2019,12/31/2019
140068,MSPB-1,0.967205,,01/01/2019,12/31/2019
140077,MSPB-1,0.918961,,01/01/2019,12/31/2019
140080,MSPB-1,1.064376,,01/01/2019,12/31/2019
140082,MSPB-1,1.161858,,01/01/2019,12/31/2019
140083,MSPB-1,1.087573,,01/01/2019,12/31/2019
140084,MSPB-1,1.042941,,01/01/2019,12/31/2019
140088,MSPB-1,1.027037,,01/01/2019,12/31/2019
140089,MSPB-1,0.976623,,01/01/2019,12/31/2019
140091,MSPB-1,0.963747,,01/01/2019,12/31/2019
140093,MSPB-1,1.020405,,01/01/2019,12/31/2019
140095,MSPB-1,0.916086,,01/01/2019,12/31/2019
140100,MSPB-1,1.162432,,01/01/2019,12/31/2019
140101,MSPB-1,1.033342,,01/01/2019,12/31/2019
140103,MSPB-1,1.022383,,01/01/2019,12/31/2019
140110,MSPB-1,0.963413,,01/01/2019,12/31/2019
140113,MSPB-1,1.007894,,01/01/2019,12/31/2019
140114,MSPB-1,1.051889,,01/01/2019,12/31/2019
140115,MSPB-1,1.009157,,01/01/2019,12/31/2019
140116,MSPB-1,1.011661,,01/01/2019,12/31/2019
140117,MSPB-1,1.154142,,01/01/2019,12/31/2019
140119,MSPB-1,0.960043,,01/01/2019,12/31/2019
140120,MSPB-1,0.919254,,01/01/2019,12/31/2019
140122,MSPB-1,1.055919,,01/01/2019,12/31/2019
140124,MSPB-1,0.928892,,01/01/2019,12/31/2019
140125,MSPB-1,0.975157,,01/01/2019,12/31/2019
140127,MSPB-1,0.954777,,01/01/2019,12/31/2019
140130,MSPB-1,0.951180,,01/01/2019,12/31/2019
140133,MSPB-1,1.059150,,01/01/2019,12/31/2019
140135,MSPB-1,0.993723,,01/01/2019,12/31/2019
140137,MSPB-1,0.908907,,01/01/2019,12/31/2019
140143,MSPB-1,1.003539,,01/01/2019,12/31/2019
140145,MSPB-1,0.908922,,01/01/2019,12/31/2019
140147,MSPB-1,0.929752,,01/01/2019,12/31/2019
140148,MSPB-1,0.992605,,01/01/2019,12/31/2019
